date,0_5,6_12,13_19,20_29,30_39,40_49,50_59,60_69,70_79,80_89,90_+
2020-02-07,0,0,0,0,0,0,0,0,0,1,0
2020-02-08,0,0,0,0,0,0,0,0,0,0,0
2020-02-09,0,0,0,0,0,0,0,0,0,0,0
2020-02-10,0,0,0,0,0,0,0,0,0,0,0
2020-02-11,0,0,0,0,0,0,0,0,0,0,0
2020-02-12,0,0,0,0,0,0,0,0,0,0,0
2020-02-13,0,0,0,0,0,0,0,0,0,0,0
2020-02-14,0,0,0,0,0,0,0,0,0,0,0
2020-02-15,0,1,0,0,0,0,0,0,0,0,0
2020-02-16,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,0,0,0,0,0,0,0,1,0,0,0
2020-02-19,0,0,0,0,0,0,0,0,0,0,0
2020-02-20,0,0,0,0,0,0,0,0,1,0,0
2020-02-21,0,0,0,0,0,0,0,1,0,0,0
2020-02-22,0,0,0,0,0,0,0,0,0,0,0
2020-02-23,0,0,0,0,0,0,0,0,0,1,0
2020-02-24,0,0,0,0,0,0,0,0,0,0,0
2020-02-25,0,0,0,0,0,1,0,0,0,0,0
2020-02-26,0,0,0,1,0,0,1,0,0,0,0
2020-02-27,0,0,0,1,0,1,2,0,0,0,0
2020-02-28,0,0,0,0,0,0,0,0,0,1,0
2020-02-29,0,0,0,0,0,0,0,2,0,0,0
2020-03-01,0,0,0,3,1,2,1,1,1,0,0
2020-03-02,0,0,0,1,0,0,2,1,1,0,1
2020-03-03,1,0,0,1,1,0,3,1,1,0,0
2020-03-04,0,0,0,0,0,1,2,1,2,0,0
2020-03-05,1,0,1,1,1,1,2,2,1,0,0
2020-03-06,0,0,0,0,0,3,4,3,1,1,0
2020-03-07,0,0,0,1,1,3,3,2,1,0,0
2020-03-08,0,0,0,0,3,1,3,5,3,0,0
2020-03-09,0,0,0,1,1,3,6,3,1,1,0
2020-03-10,0,2,0,0,3,5,8,8,6,0,0
2020-03-11,0,0,0,1,5,3,8,10,1,0,0
2020-03-12,0,1,0,2,0,2,7,6,4,0,0
2020-03-13,0,0,0,2,1,7,13,4,6,1,0
2020-03-14,0,1,0,2,2,3,5,9,3,0,0
2020-03-15,0,0,1,3,5,7,11,5,5,5,0
2020-03-16,0,0,0,1,1,4,9,9,7,0,0
2020-03-17,0,0,1,1,2,4,7,4,3,3,0
2020-03-18,1,0,1,1,2,5,5,8,4,3,0
2020-03-19,2,4,1,3,2,4,6,3,5,2,0
2020-03-20,1,1,0,4,4,7,9,9,5,6,4
2020-03-21,0,1,0,2,0,3,2,4,1,2,2
2020-03-22,0,0,1,3,0,3,5,6,5,4,0
2020-03-23,1,0,0,2,0,2,5,5,4,1,1
2020-03-24,0,0,0,2,3,0,2,3,3,3,0
2020-03-25,0,0,0,1,1,1,4,5,4,3,0
2020-03-26,0,0,1,0,1,2,6,6,1,4,0
2020-03-27,0,0,0,0,2,1,3,3,0,1,0
2020-03-28,0,0,0,0,1,2,1,0,2,1,0
2020-03-29,0,0,0,0,2,0,1,1,1,1,2
2020-03-30,0,0,0,0,1,0,4,2,1,1,0
2020-03-31,0,0,0,0,1,0,1,0,0,1,0
2020-04-01,0,0,0,0,1,1,4,2,0,3,0
2020-04-02,0,0,0,0,1,0,1,0,1,3,1
2020-04-03,0,0,0,0,0,0,1,1,1,1,0
2020-04-04,0,0,0,0,0,0,0,2,1,2,0
2020-04-05,0,0,0,2,0,0,2,0,1,4,1
2020-04-06,0,0,0,0,0,0,1,2,2,3,0
2020-04-07,0,0,0,1,1,0,1,2,6,2,0
2020-04-08,0,0,0,1,1,2,0,0,2,3,1
2020-04-09,0,0,1,0,1,1,1,1,2,0,0
2020-04-10,0,0,0,0,2,1,1,2,0,1,0
2020-04-11,0,0,0,0,1,0,3,1,1,0,0
2020-04-12,0,0,0,0,1,0,1,2,1,2,0
2020-04-13,0,0,0,0,1,1,0,1,1,0,0
2020-04-14,0,0,0,1,1,2,1,5,1,1,0
2020-04-15,1,0,0,0,0,2,1,1,0,1,0
2020-04-16,0,0,0,1,0,1,1,0,0,0,0
2020-04-17,0,0,0,0,0,0,1,0,1,0,0
2020-04-18,0,0,0,1,1,0,0,0,0,0,0
2020-04-19,0,1,0,0,0,0,2,1,0,2,0
2020-04-20,0,1,1,0,0,1,1,2,1,6,1
2020-04-21,0,0,0,0,0,1,0,1,0,0,0
2020-04-22,0,0,0,1,0,0,1,0,0,2,0
2020-04-23,0,0,0,0,0,0,0,1,0,0,0
2020-04-24,0,0,0,0,1,0,2,1,1,3,1
2020-04-25,0,0,0,0,0,1,1,1,0,0,1
2020-04-26,0,0,0,0,0,0,1,0,0,0,0
2020-04-27,0,0,0,0,0,1,1,1,2,0,0
2020-04-28,0,0,0,1,0,0,0,0,0,0,0
2020-04-29,0,0,0,0,0,1,0,0,0,0,0
2020-04-30,0,0,0,0,0,2,0,0,1,0,0
2020-05-01,0,0,0,0,0,3,0,0,0,0,0
2020-05-02,0,0,0,0,0,0,0,0,0,0,0
2020-05-03,0,0,0,0,0,1,0,0,0,0,0
2020-05-04,0,0,0,1,0,0,0,0,2,0,0
2020-05-05,0,0,0,0,1,0,0,0,0,0,0
2020-05-06,0,0,0,0,0,0,0,0,0,0,0
2020-05-07,0,0,0,0,0,0,0,1,0,0,0
2020-05-08,0,0,0,0,0,0,0,0,1,0,0
2020-05-09,0,0,0,0,0,0,1,0,0,1,0
2020-05-10,0,0,0,0,0,0,0,0,0,0,0
2020-05-11,0,0,0,0,0,0,0,0,0,0,0
2020-05-12,0,0,0,0,0,0,0,1,0,0,0
2020-05-13,0,0,0,0,0,0,0,1,0,0,0
2020-05-14,0,0,0,0,0,0,0,0,0,0,0
2020-05-15,0,0,0,0,0,0,0,0,0,0,0
2020-05-16,0,0,0,0,0,0,0,0,0,0,0
2020-05-17,0,0,1,0,0,0,0,0,0,0,0
2020-05-18,0,0,0,0,0,1,0,0,0,0,0
2020-05-19,0,0,0,0,0,0,0,0,0,0,0
2020-05-20,0,0,0,0,0,0,1,0,0,0,0
2020-05-21,0,0,0,0,0,0,0,0,0,0,0
2020-05-22,0,0,0,0,0,0,0,0,0,0,0
2020-05-23,0,0,0,0,0,0,0,0,0,0,0
2020-05-24,0,0,0,0,0,0,0,0,0,0,0
2020-05-25,0,0,0,0,1,0,0,0,0,0,0
2020-05-26,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,0,0,0,0,0,0,0,0,0,0,0
2020-05-29,0,0,0,0,0,0,0,0,0,0,0
2020-05-30,0,0,0,0,0,0,0,0,0,0,0
2020-05-31,0,0,0,0,0,0,0,0,0,0,0
2020-06-01,0,0,0,0,0,0,0,0,0,0,0
2020-06-02,0,0,0,0,0,0,0,0,1,0,0
2020-06-03,0,0,0,0,0,0,0,0,0,0,0
2020-06-04,0,0,0,0,0,0,0,0,0,0,0
2020-06-05,0,0,0,0,0,0,0,0,0,1,0
2020-06-06,0,0,0,0,0,0,0,0,0,0,0
2020-06-07,0,0,0,0,0,0,0,0,0,0,0
2020-06-08,0,0,0,0,0,0,0,0,0,1,0
2020-06-09,0,0,0,0,0,0,0,0,0,0,0
2020-06-10,0,0,0,0,0,0,0,0,0,0,0
2020-06-11,0,0,0,0,0,0,0,0,0,0,0
2020-06-12,0,0,0,0,0,0,0,0,0,0,0
2020-06-13,0,0,0,0,0,0,0,0,0,0,0
2020-06-14,0,0,0,0,0,0,0,0,0,0,0
2020-06-15,0,0,0,0,0,0,0,0,0,0,0
2020-06-16,0,0,0,0,0,0,0,0,0,0,0
2020-06-17,0,0,0,0,0,0,0,0,0,0,0
2020-06-18,0,0,0,0,0,0,0,0,0,0,0
2020-06-19,0,0,0,0,0,0,0,0,0,0,0
2020-06-20,0,0,0,0,0,0,0,0,0,0,0
2020-06-21,0,0,0,0,0,0,0,0,0,0,0
2020-06-22,0,0,0,0,1,0,0,0,0,0,0
2020-06-23,0,0,0,0,0,0,0,0,0,0,0
2020-06-24,0,0,0,0,0,0,0,1,0,0,0
2020-06-25,0,0,0,0,0,0,0,0,0,0,0
2020-06-26,0,0,0,0,0,0,0,0,0,0,0
2020-06-27,0,0,0,0,1,0,0,0,0,0,0
2020-06-28,0,0,0,0,0,0,0,0,0,0,0
2020-06-29,0,0,0,0,0,1,0,0,0,0,0
2020-06-30,0,0,0,0,0,0,0,0,0,0,0
2020-07-01,0,0,0,0,0,0,0,0,0,0,0
2020-07-02,0,0,0,0,0,0,0,0,0,0,0
2020-07-03,0,0,0,0,0,0,0,0,0,0,0
2020-07-04,0,0,0,0,0,0,0,0,0,0,0
2020-07-05,0,0,0,0,1,0,0,0,0,0,0
2020-07-06,0,0,0,0,0,0,0,0,0,0,0
2020-07-07,0,0,0,0,0,0,1,0,0,0,0
2020-07-08,0,0,0,0,0,1,1,0,0,0,0
2020-07-09,0,0,0,0,0,0,0,0,0,0,0
2020-07-10,0,0,0,0,0,0,0,1,0,1,0
2020-07-11,0,0,0,0,0,1,0,0,0,0,0
2020-07-12,0,0,1,0,0,1,0,0,0,0,0
2020-07-13,0,0,1,0,0,0,0,0,0,0,0
2020-07-14,0,0,0,0,1,0,0,0,0,0,0
2020-07-15,0,0,0,0,0,0,1,0,0,0,0
2020-07-16,0,0,0,0,0,1,1,0,1,0,0
2020-07-17,0,0,0,0,1,0,1,0,0,0,0
2020-07-18,0,0,0,0,0,0,1,1,0,0,0
2020-07-19,0,0,1,0,0,0,0,0,0,2,0
2020-07-20,0,1,0,0,0,1,0,0,1,0,0
2020-07-21,0,0,0,0,0,0,0,0,0,0,0
2020-07-22,1,0,0,0,0,0,1,1,0,0,0
2020-07-23,0,0,0,0,2,0,0,0,0,0,0
2020-07-24,0,0,0,2,0,2,1,0,0,0,0
2020-07-25,0,0,0,1,1,0,0,0,0,0,0
2020-07-26,0,0,1,0,0,1,0,0,1,1,0
2020-07-27,0,0,0,1,0,0,1,1,0,0,0
2020-07-28,0,0,0,0,1,0,1,0,0,0,0
2020-07-29,0,0,0,0,0,0,0,1,0,0,0
2020-07-30,0,0,0,0,1,1,1,0,1,1,0
2020-07-31,0,0,0,0,0,0,1,0,0,1,0
2020-08-01,0,0,1,1,0,0,0,0,0,0,0
2020-08-02,0,0,1,0,1,0,1,0,0,1,0
2020-08-03,1,0,4,1,0,0,2,0,0,1,0
2020-08-04,0,0,0,0,0,1,0,1,0,0,0
2020-08-05,0,1,4,3,1,0,0,0,0,0,1
2020-08-06,1,0,4,1,0,2,2,1,0,0,0
2020-08-07,1,0,0,5,1,0,0,0,0,0,0
2020-08-08,1,0,5,1,3,3,1,0,0,0,0
2020-08-09,0,0,1,2,0,0,3,0,1,1,0
2020-08-10,0,0,2,1,1,0,0,2,0,1,0
2020-08-11,0,0,1,5,0,0,0,0,0,0,0
2020-08-12,0,0,0,3,0,0,2,0,0,0,0
2020-08-13,0,0,0,0,1,0,0,1,1,0,0
2020-08-14,0,0,2,5,1,4,0,0,1,0,0
2020-08-15,0,0,1,3,2,0,0,0,0,1,0
2020-08-16,0,0,2,3,0,1,0,0,1,0,0
2020-08-17,1,0,0,1,2,0,0,0,1,1,0
2020-08-18,0,0,0,3,1,0,2,1,1,0,0
2020-08-19,2,0,0,2,0,1,1,1,0,0,0
2020-08-20,0,1,0,2,0,0,1,0,0,0,0
2020-08-21,0,0,0,3,0,0,2,0,0,0,0
2020-08-22,0,0,0,1,0,1,1,2,2,0,0
2020-08-23,0,0,1,1,0,3,3,0,0,1,0
2020-08-24,0,0,1,2,0,2,2,1,0,0,0
2020-08-25,0,1,0,2,2,1,3,0,1,0,0
2020-08-26,0,1,0,1,2,0,2,0,0,0,0
2020-08-27,0,0,0,2,2,5,2,1,1,0,0
2020-08-28,0,1,1,1,0,6,4,2,2,0,0
2020-08-29,0,0,0,0,2,0,2,2,0,0,0
2020-08-30,0,0,0,1,1,3,1,1,1,1,0
2020-08-31,1,0,2,5,1,0,3,1,1,0,0
2020-09-01,0,1,0,1,4,0,4,3,1,1,0
2020-09-02,0,0,2,6,3,3,3,4,4,1,0
2020-09-03,1,3,0,4,1,4,2,5,0,0,0
2020-09-04,0,0,2,2,3,5,8,0,2,0,0
2020-09-05,1,2,1,3,1,2,2,5,2,1,0
2020-09-06,0,0,1,0,1,3,2,3,2,1,0
2020-09-07,0,0,0,4,3,8,6,3,1,0,0
2020-09-08,0,0,1,2,1,1,4,3,2,2,0
2020-09-09,0,0,0,5,4,2,3,3,0,1,0
2020-09-10,0,0,0,1,8,8,6,6,1,0,0
2020-09-11,1,0,0,0,0,7,5,4,0,0,0
2020-09-12,0,0,0,1,2,2,6,2,7,3,0
2020-09-13,1,0,0,0,1,4,5,3,5,0,0
2020-09-14,0,0,1,1,2,2,2,4,1,2,0
2020-09-15,1,0,0,2,10,6,8,5,3,1,0
2020-09-16,1,0,0,2,4,3,5,3,3,3,2
2020-09-17,1,0,0,3,6,5,7,4,4,0,0
2020-09-18,0,0,0,5,8,11,14,8,2,2,0
2020-09-19,1,2,4,14,21,24,17,4,4,2,2
2020-09-20,1,1,1,1,3,6,7,4,3,1,0
2020-09-21,1,0,1,7,6,5,10,6,5,1,0
2020-09-22,1,0,2,4,5,4,7,9,6,3,0
2020-09-23,1,0,0,3,6,4,8,8,0,2,1
2020-09-24,1,1,2,2,3,6,6,1,3,2,0
2020-09-25,2,0,3,4,5,4,9,6,8,3,1
2020-09-26,0,0,4,4,6,10,8,3,5,0,0
2020-09-27,0,2,7,1,8,7,3,3,1,0,0
2020-09-28,0,1,3,5,6,4,10,6,7,1,0
2020-09-29,2,0,4,4,12,5,10,7,2,1,0
2020-09-30,1,3,6,3,10,3,9,5,6,1,0
2020-10-01,2,6,11,8,12,8,12,10,7,3,1
2020-10-02,0,3,4,10,4,8,12,7,9,2,0
2020-10-03,0,1,1,2,5,11,13,6,6,0,0
2020-10-04,1,3,6,9,13,11,10,13,5,4,0
2020-10-05,1,2,3,15,13,18,12,12,10,3,0
2020-10-06,3,0,8,5,8,14,5,5,9,2,0
2020-10-07,2,3,7,11,7,13,20,15,8,5,1
2020-10-08,1,6,8,16,17,23,27,13,9,6,0
2020-10-09,1,6,5,11,14,18,30,14,6,6,0
2020-10-10,2,6,6,12,14,18,27,18,11,6,4
2020-10-11,2,2,8,10,15,10,17,8,10,7,1
2020-10-12,3,8,11,7,20,20,23,24,13,11,1
2020-10-13,0,4,11,17,21,29,29,19,13,5,1
2020-10-14,0,5,12,16,11,20,24,15,12,2,2
2020-10-15,5,6,13,17,20,23,31,24,21,7,1
2020-10-16,2,7,14,21,27,21,35,31,22,4,0
2020-10-17,4,1,11,22,31,24,39,21,13,13,1
2020-10-18,1,2,9,20,20,30,32,21,10,8,1
2020-10-19,0,5,15,21,31,24,30,21,18,8,1
2020-10-20,2,6,20,31,34,21,42,23,18,12,2
2020-10-21,2,4,14,29,30,38,43,36,20,20,2
2020-10-22,3,8,10,20,24,33,27,23,12,7,0
2020-10-23,5,6,10,26,22,38,38,32,20,13,2
2020-10-24,3,7,17,23,24,26,34,29,17,11,0
2020-10-25,1,8,18,9,21,37,38,30,20,15,2
2020-10-26,6,13,19,25,25,26,51,42,18,9,0
2020-10-27,3,6,15,27,24,36,50,29,19,13,0
2020-10-28,10,7,11,24,26,30,49,47,23,15,4
2020-10-29,2,8,15,29,23,36,48,30,23,11,5
2020-10-30,1,5,9,31,30,43,52,24,30,12,3
2020-10-31,5,7,13,31,23,38,53,34,19,16,4
2020-11-01,2,11,8,25,41,50,60,52,49,11,2
2020-11-02,1,9,14,32,43,63,72,64,46,18,3
2020-11-03,1,11,15,28,52,55,66,47,46,13,0
2020-11-04,5,8,17,44,47,45,61,50,37,23,2
2020-11-05,5,9,17,44,64,67,84,53,34,29,6
2020-11-06,6,13,20,39,45,56,61,49,34,17,6
2020-11-07,4,11,24,26,43,55,50,47,33,17,7
2020-11-08,3,8,21,36,36,58,58,48,34,23,6
2020-11-09,5,13,16,38,45,41,66,57,38,17,5
2020-11-10,12,4,22,36,45,61,64,46,42,30,3
2020-11-11,3,7,18,28,32,45,62,43,34,28,5
2020-11-12,3,11,14,35,34,40,50,40,24,16,4
2020-11-13,4,8,13,29,46,51,63,48,35,16,1
2020-11-14,0,4,13,26,40,45,58,47,30,20,6
2020-11-15,5,9,13,29,37,37,61,28,28,24,6
2020-11-16,3,11,17,23,36,49,52,43,30,18,8
2020-11-17,1,6,26,27,36,34,47,41,23,16,3
2020-11-18,3,10,10,20,38,31,45,39,41,24,1
2020-11-19,3,6,6,30,24,44,33,45,42,17,3
2020-11-20,3,6,7,26,32,37,45,43,41,23,8
2020-11-21,1,7,11,26,26,28,51,37,28,14,1
2020-11-22,2,5,9,17,22,25,29,29,18,12,4
2020-11-23,3,3,13,19,21,24,40,31,24,15,3
2020-11-24,5,6,7,18,25,18,26,32,23,15,2
2020-11-25,3,5,9,27,32,20,40,28,18,19,3
2020-11-26,3,5,7,8,15,26,28,24,14,16,2
2020-11-27,0,6,7,14,14,29,25,26,22,6,2
2020-11-28,2,0,9,12,14,12,26,19,19,7,1
2020-11-29,1,5,4,16,19,19,14,23,13,7,1
