date,0_5,6_12,13_19,20_29,30_39,40_49,50_59,60_69,70_79,80_89,90_+
2020-02-22,0,0,0,0,1,1,3,0,0,0,0
2020-02-23,0,0,0,0,0,0,0,0,0,0,0
2020-02-24,0,0,0,2,0,0,2,0,0,0,0
2020-02-25,0,0,0,0,1,2,2,1,1,1,1
2020-02-26,0,0,0,2,1,1,0,0,1,0,0
2020-02-27,0,0,0,1,1,2,1,1,1,1,0
2020-02-28,0,0,0,0,1,1,2,1,1,0,0
2020-02-29,0,0,0,0,1,2,2,2,1,0,0
2020-03-01,0,0,0,1,1,4,3,2,1,0,1
2020-03-02,0,0,0,1,0,4,2,2,2,0,0
2020-03-03,0,0,1,0,0,2,5,3,3,1,0
2020-03-04,0,0,1,2,3,0,3,3,4,1,0
2020-03-05,0,0,0,1,2,7,5,7,2,1,0
2020-03-06,0,0,0,2,2,6,9,4,0,1,0
2020-03-07,0,0,0,3,3,5,6,9,3,1,0
2020-03-08,0,0,1,1,3,7,4,11,2,4,1
2020-03-09,0,0,0,3,5,10,12,7,5,1,0
2020-03-10,0,0,1,1,7,6,14,15,8,2,0
2020-03-11,0,2,1,0,4,11,11,14,2,4,0
2020-03-12,1,0,1,4,7,10,11,9,8,4,0
2020-03-13,1,0,1,3,5,5,17,9,14,4,1
2020-03-14,0,0,2,2,4,8,8,7,12,3,1
2020-03-15,1,0,1,8,13,6,24,9,12,8,2
2020-03-16,1,0,2,6,1,2,12,12,9,5,0
2020-03-17,1,1,1,5,9,10,20,15,8,4,1
2020-03-18,0,1,1,4,7,12,17,24,6,6,1
2020-03-19,0,0,0,5,9,14,13,13,12,8,0
2020-03-20,0,1,0,6,13,11,17,19,20,10,3
2020-03-21,0,0,0,10,6,7,11,22,8,10,2
2020-03-22,1,0,2,7,10,11,19,11,20,8,2
2020-03-23,1,0,0,6,7,10,13,11,10,5,1
2020-03-24,1,1,3,2,7,11,20,13,13,8,2
2020-03-25,0,1,2,7,7,6,15,13,8,10,1
2020-03-26,0,0,3,6,7,11,14,11,9,10,7
2020-03-27,0,1,1,3,7,10,11,13,18,7,2
2020-03-28,1,3,4,6,11,4,21,10,13,7,5
2020-03-29,0,0,1,7,2,9,11,8,7,7,4
2020-03-30,0,1,1,3,5,16,8,9,5,6,0
2020-03-31,0,2,1,2,13,5,9,3,2,3,0
2020-04-01,0,1,2,3,4,10,10,12,9,4,2
2020-04-02,0,0,0,2,6,6,10,8,2,2,0
2020-04-03,0,0,1,1,4,8,8,7,5,2,0
2020-04-04,1,0,2,2,8,6,8,5,9,2,0
2020-04-05,1,1,1,0,5,3,9,5,2,3,0
2020-04-06,0,1,0,5,2,3,11,6,5,2,1
2020-04-07,0,1,1,2,3,5,8,9,4,2,0
2020-04-08,2,0,1,5,3,6,11,2,5,3,0
2020-04-09,1,1,0,2,3,5,8,3,3,2,1
2020-04-10,1,1,1,7,3,5,3,4,4,6,1
2020-04-11,0,1,1,5,6,4,7,3,2,2,0
2020-04-12,1,0,2,2,2,8,9,6,4,5,1
2020-04-13,0,0,0,1,2,2,0,5,4,1,1
2020-04-14,1,1,1,3,4,2,8,5,0,2,1
2020-04-15,0,0,0,1,3,2,4,3,4,5,1
