date,0_9,10_19,20_29,30_39,40_49,50_59,60_69,70_79,80_89,90_+
2020-02-25,,,,,,,,,,
2020-02-26,0,0,0,0,0,0,0,0,1,0
2020-02-27,0,0,1,0,0,0,0,1,0,0
2020-02-28,0,0,0,0,0,0,0,0,2,1
2020-02-29,0,0,0,1,1,3,1,2,3,0
2020-03-01,0,0,0,0,2,2,2,5,1,0
2020-03-02,0,1,0,1,4,1,3,6,3,1
2020-03-03,0,1,1,0,1,3,1,3,4,0
2020-03-04,0,0,0,0,3,3,6,4,5,0
2020-03-05,0,0,0,0,4,2,7,5,5,1
2020-03-06,0,0,1,3,9,5,14,7,9,2
2020-03-07,0,2,0,1,4,6,8,14,7,0
2020-03-08,1,0,2,4,2,6,7,10,7,1
2020-03-09,0,0,0,3,6,12,11,11,12,1
2020-03-10,0,0,2,3,4,10,16,27,6,0
2020-03-11,1,1,2,7,7,8,10,10,16,2
2020-03-12,0,0,0,3,12,16,13,20,24,2
2020-03-13,0,0,3,3,9,23,19,21,22,2
2020-03-14,0,0,1,3,8,18,27,22,29,6
2020-03-15,0,0,1,6,8,13,5,12,14,2
2020-03-16,0,1,3,4,12,20,19,17,14,2
2020-03-17,0,2,0,12,8,19,21,28,23,3
2020-03-18,1,1,4,3,12,21,18,14,27,3
2020-03-19,0,0,2,4,12,22,26,27,11,5
2020-03-20,1,0,3,5,9,19,21,28,20,5
2020-03-21,0,0,1,7,10,28,19,13,23,12
2020-03-22,2,0,1,0,3,11,10,9,12,1
2020-03-23,2,1,4,7,11,18,22,23,24,1
2020-03-24,1,3,4,13,14,19,28,35,12,7
2020-03-25,0,0,3,4,13,17,16,19,16,4
2020-03-26,0,0,2,6,9,11,17,13,11,4
2020-03-27,1,0,1,3,18,19,19,12,9,4
2020-03-28,1,3,5,9,15,27,22,15,10,3
2020-03-29,1,0,2,4,9,8,4,7,2,1
2020-03-30,0,0,5,4,12,14,11,10,9,3
2020-03-31,0,1,2,6,14,12,17,12,12,3
2020-04-01,0,1,5,12,15,12,8,6,9,5
2020-04-02,1,1,12,9,6,18,17,14,3,3
2020-04-03,1,0,5,6,7,5,2,14,10,1
2020-04-04,0,1,2,2,7,5,2,6,4,3
2020-04-05,0,0,0,2,2,5,2,4,5,2
2020-04-06,2,1,1,2,14,5,8,14,9,4
2020-04-07,0,1,4,4,4,11,11,14,4,1
2020-04-08,0,1,3,5,6,6,5,3,9,2
2020-04-09,0,2,2,3,6,6,7,6,13,3
2020-04-10,0,2,1,1,4,7,6,5,8,2
2020-04-11,2,1,0,3,2,11,9,6,6,5
2020-04-12,0,1,1,0,0,3,0,1,0,1
2020-04-13,0,0,0,0,1,1,1,1,2,1
2020-04-14,0,1,0,4,4,5,7,1,7,2
2020-04-15,1,4,5,6,5,4,7,5,5,2
2020-04-16,0,1,6,7,4,4,7,2,8,1
2020-04-17,2,0,2,3,3,2,3,1,6,0
2020-04-18,0,0,0,2,0,2,2,3,3,4
2020-04-19,0,0,0,0,0,0,1,0,3,0
2020-04-20,1,1,0,2,5,3,3,2,3,1
2020-04-21,0,0,1,1,4,6,4,3,2,0
2020-04-22,1,2,3,2,6,6,2,5,2,2
2020-04-23,0,1,1,0,3,3,0,3,1,0
2020-04-24,0,1,2,5,4,5,6,2,2,1
2020-04-25,0,0,0,1,0,1,1,1,1,0
2020-04-26,0,2,2,1,2,0,1,0,1,1
2020-04-27,0,1,0,1,2,2,0,3,4,0
2020-04-28,0,1,1,4,2,1,1,4,0,0
2020-04-29,0,1,1,3,1,4,1,2,1,2
2020-04-30,0,2,2,4,3,2,1,1,2,0
2020-05-01,0,1,1,3,0,3,2,1,1,0
2020-05-02,0,0,0,1,2,2,0,1,0,0
2020-05-03,0,0,0,1,0,2,0,3,1,1
2020-05-04,0,0,1,0,2,1,3,0,3,1
2020-05-05,1,1,2,2,5,4,1,2,0,0
2020-05-06,0,0,0,0,0,3,3,3,0,0
2020-05-07,0,2,0,3,2,1,2,1,1,0
2020-05-08,0,1,5,2,2,3,1,1,0,0
2020-05-09,0,0,0,0,0,0,0,0,0,0
2020-05-10,0,0,0,0,0,2,2,1,0,0
2020-05-11,0,0,0,0,1,2,0,0,0,0
2020-05-12,0,0,0,1,2,1,2,0,0,0
2020-05-13,0,0,0,0,1,1,0,1,1,0
2020-05-14,1,3,0,3,1,2,1,0,0,0
2020-05-15,0,0,0,3,0,4,1,0,0,0
2020-05-16,0,0,0,0,0,1,0,1,1,0
2020-05-17,0,0,0,0,0,1,1,1,0,0
2020-05-18,0,0,0,0,1,1,0,0,0,1
2020-05-19,0,0,0,1,1,4,0,0,0,0
2020-05-20,0,0,0,0,1,1,0,0,0,0
2020-05-21,0,1,0,0,1,0,0,0,0,0
2020-05-22,0,1,0,2,1,1,0,0,0,0
2020-05-23,0,0,0,0,0,0,0,0,0,0
2020-05-24,0,0,0,0,0,0,0,0,0,0
2020-05-25,0,0,0,0,0,0,0,0,1,0
2020-05-26,0,0,0,0,0,0,0,0,0,0
2020-05-27,0,0,0,0,1,1,1,0,0,0
2020-05-28,0,0,0,0,1,0,0,0,0,0
2020-05-29,0,0,0,0,1,0,0,1,0,0
2020-05-30,0,0,0,0,0,0,0,0,0,0
2020-05-31,0,0,0,0,1,0,0,0,0,0
