date,0_5,6_12,13_19,20_29,30_39,40_49,50_59,60_69,70_79,80_89,90_+
2020-01-29,0,0,0,0,0,0,1,0,0,0,0
2020-01-30,0,0,0,0,0,1,0,0,0,0,0
2020-01-31,0,0,0,0,0,0,0,0,0,0,1
2020-02-01,0,0,0,0,0,0,1,0,0,0,0
2020-02-02,0,0,0,0,0,0,0,0,1,0,0
2020-02-03,0,0,0,0,0,0,0,0,0,0,0
2020-02-04,0,0,0,0,0,0,0,0,0,0,0
2020-02-05,0,0,0,0,0,0,0,0,0,0,0
2020-02-06,0,0,0,0,0,0,0,0,0,0,0
2020-02-07,0,0,0,0,0,0,0,0,0,0,0
2020-02-08,0,0,0,0,0,0,0,0,0,0,0
2020-02-09,0,0,0,0,0,0,0,0,0,0,0
2020-02-10,0,0,0,0,0,1,0,0,1,1,0
2020-02-11,0,0,0,0,0,0,0,0,0,0,0
2020-02-12,0,0,0,0,0,1,2,1,0,2,0
2020-02-13,0,0,0,0,0,0,1,0,1,0,0
2020-02-14,0,0,0,0,0,0,1,1,1,1,0
2020-02-15,0,0,0,0,2,0,3,1,2,4,0
2020-02-16,0,0,0,0,0,1,2,2,1,0,0
2020-02-17,0,0,0,0,0,4,2,1,1,0,1
2020-02-18,0,0,0,0,1,4,3,3,3,2,0
2020-02-19,0,0,0,1,2,1,1,4,4,1,0
2020-02-20,0,1,0,1,2,1,12,8,8,4,1
2020-02-21,0,0,1,0,3,3,10,11,9,6,0
2020-02-22,0,0,1,2,3,6,10,13,10,3,0
2020-02-23,0,0,0,2,5,10,9,8,6,7,1
2020-02-24,0,1,2,5,3,8,16,16,20,8,1
2020-02-25,0,0,0,3,2,12,12,21,20,19,1
2020-02-26,0,0,0,0,2,13,16,14,24,15,1
2020-02-27,1,0,0,0,2,14,11,21,23,19,3
2020-02-28,0,0,0,1,5,16,25,35,38,15,3
2020-02-29,0,1,0,1,9,12,23,26,26,23,2
2020-03-01,0,1,3,4,9,25,45,45,53,32,7
2020-03-02,1,1,2,6,14,22,23,42,41,28,2
2020-03-03,0,0,0,6,8,15,43,40,58,42,6
2020-03-04,0,0,0,2,18,27,26,38,64,33,2
2020-03-05,1,1,1,7,14,20,35,45,70,43,5
2020-03-06,1,1,0,6,15,31,47,59,52,48,6
2020-03-07,1,0,0,11,24,43,56,60,75,67,5
2020-03-08,0,1,0,12,21,59,67,79,87,48,7
2020-03-09,0,2,1,19,29,65,76,74,87,60,6
2020-03-10,2,1,4,18,33,67,84,106,114,70,4
2020-03-11,2,1,2,15,39,54,79,74,76,43,9
2020-03-12,1,0,3,13,19,44,71,74,64,51,10
2020-03-13,3,5,5,27,19,54,86,89,76,42,7
2020-03-14,2,2,1,10,31,55,73,57,73,43,16
2020-03-15,1,3,4,17,30,69,92,67,61,55,12
2020-03-16,3,3,2,17,31,71,79,78,78,52,12
2020-03-17,0,3,4,10,30,46,70,61,49,35,11
2020-03-18,2,1,2,17,28,52,67,57,57,53,15
2020-03-19,0,2,6,5,21,31,53,39,58,38,14
2020-03-20,2,0,5,18,36,33,74,66,64,59,12
2020-03-21,0,4,5,22,24,28,53,41,37,44,13
2020-03-22,0,2,1,8,11,25,39,36,41,31,10
2020-03-23,2,3,1,15,23,33,36,45,40,36,14
2020-03-24,1,0,5,14,15,15,33,22,31,36,5
2020-03-25,2,2,6,13,24,20,35,32,27,50,11
2020-03-26,3,1,5,5,13,19,29,18,26,23,7
2020-03-27,1,1,3,14,13,20,25,34,36,26,9
