date,0_5,6_12,13_19,20_29,30_39,40_49,50_59,60_69,70_79,80_89,90_+
2020-02-27,0,0,0,0,0,0,1,0,0,0,0
2020-02-28,0,0,0,0,0,0,0,0,0,0,0
2020-02-29,0,0,0,0,0,0,0,0,0,0,0
2020-03-01,0,0,0,0,0,0,0,0,1,0,0
2020-03-02,0,0,0,1,0,1,0,0,0,0,0
2020-03-03,0,0,0,0,0,1,0,1,1,0,0
2020-03-04,0,0,0,0,0,0,1,0,0,0,0
2020-03-05,0,0,0,0,0,0,1,0,0,0,0
2020-03-06,0,0,0,0,0,2,2,0,2,1,0
2020-03-07,0,0,0,1,1,0,0,1,0,1,0
2020-03-08,0,0,0,1,0,0,0,1,1,0,0
2020-03-09,0,0,0,0,1,1,2,1,2,0,0
2020-03-10,0,1,1,0,1,0,1,4,0,2,0
2020-03-11,0,0,0,2,1,2,2,1,2,6,1
2020-03-12,0,0,0,2,3,5,4,6,5,1,1
2020-03-13,0,0,0,2,2,3,4,2,4,2,0
2020-03-14,0,0,0,2,7,4,7,4,1,1,0
2020-03-15,0,0,1,1,0,3,5,1,1,0,0
2020-03-16,0,0,0,0,4,6,4,1,2,2,0
2020-03-17,0,0,0,2,2,5,7,5,6,3,1
2020-03-18,1,0,0,4,6,8,11,5,6,2,2
2020-03-19,1,0,0,6,5,6,15,4,7,2,0
2020-03-20,1,0,1,2,2,7,19,5,10,6,1
2020-03-21,1,0,1,3,5,4,15,9,5,2,2
2020-03-22,0,0,1,3,3,3,4,7,5,2,5
2020-03-23,0,1,2,4,9,13,15,9,5,10,2
2020-03-24,1,0,0,2,5,13,8,4,4,11,4
2020-03-25,0,0,1,3,7,5,9,2,4,2,0
2020-03-26,0,0,0,3,6,3,12,8,5,8,7
2020-03-27,0,2,1,7,5,9,10,6,7,13,6
2020-03-28,0,0,1,6,1,6,9,8,7,17,5
2020-03-29,0,1,0,6,3,4,9,4,5,19,10
2020-03-30,0,2,1,5,2,7,6,5,8,10,3
2020-03-31,0,2,2,6,14,13,9,9,8,5,2
2020-04-01,1,0,1,9,6,6,11,5,9,13,5
2020-04-02,0,0,0,2,2,5,9,7,5,6,2
2020-04-03,0,0,0,7,6,9,16,5,8,8,4
2020-04-04,1,1,3,6,5,8,8,8,5,6,2
2020-04-05,0,0,0,4,3,6,8,5,7,14,8
2020-04-06,0,0,0,9,4,8,10,5,7,17,11
2020-04-07,0,0,2,2,5,6,7,7,3,9,6
2020-04-08,1,0,2,8,7,3,10,7,5,6,1
2020-04-09,1,0,1,8,4,10,8,3,6,4,0
2020-04-10,2,1,2,7,9,17,10,5,4,20,18
2020-04-11,0,0,1,2,6,4,5,2,9,18,6
2020-04-12,0,0,0,0,0,1,1,0,1,9,12
2020-04-13,0,0,0,0,1,1,1,3,1,8,4
2020-04-14,0,0,1,5,1,1,5,8,2,7,1
2020-04-15,0,0,1,2,4,2,8,6,5,2,2
2020-04-16,0,2,1,3,6,2,6,3,2,4,1
