date,0_5,6_12,13_19,20_29,30_39,40_49,50_59,60_69,70_79,80_89,90_+
2020-02-24,0,0,0,0,0,0,0,2,1,0,0
2020-02-25,0,0,0,0,0,0,0,0,0,0,0
2020-02-26,0,0,0,0,0,0,2,0,0,0,0
2020-02-27,0,0,0,0,0,1,0,0,0,0,0
2020-02-28,0,0,0,0,0,1,0,1,0,0,0
2020-02-29,0,0,0,0,0,0,0,0,0,0,0
2020-03-01,0,0,0,0,0,0,1,0,0,0,0
2020-03-02,0,0,0,1,1,1,0,5,0,0,0
2020-03-03,0,0,0,0,0,1,2,0,0,0,0
2020-03-04,0,0,0,2,1,0,1,0,0,0,0
2020-03-05,0,0,0,3,0,0,1,0,0,0,0
2020-03-06,0,0,0,2,0,2,4,0,1,0,0
2020-03-07,0,0,0,2,2,4,2,2,2,3,1
2020-03-08,0,0,0,1,0,0,2,1,1,0,0
2020-03-09,0,0,0,1,1,2,5,4,1,0,0
2020-03-10,0,0,0,1,3,4,7,5,5,0,0
2020-03-11,1,0,1,1,3,11,14,3,1,0,0
2020-03-12,0,0,0,0,1,3,6,3,4,1,0
2020-03-13,0,0,1,0,2,3,7,6,3,0,0
2020-03-14,0,0,0,1,3,4,7,8,5,2,0
2020-03-15,0,0,0,1,0,2,9,5,4,6,0
2020-03-16,0,1,2,2,4,5,12,15,8,1,0
2020-03-17,1,1,2,5,8,14,16,16,10,4,0
2020-03-18,2,2,0,4,13,14,20,13,13,3,0
2020-03-19,0,2,1,7,6,10,19,20,12,9,9
2020-03-20,3,0,1,11,10,13,31,25,20,11,5
2020-03-21,0,2,4,8,11,21,26,19,17,19,9
2020-03-22,0,0,0,4,19,19,25,12,13,26,9
2020-03-23,3,0,4,6,10,21,30,18,16,4,2
2020-03-24,0,0,8,12,12,23,33,17,11,10,1
2020-03-25,6,2,4,13,9,16,24,19,9,21,5
2020-03-26,0,5,3,10,13,16,26,16,7,14,5
2020-03-27,1,1,1,6,4,20,20,19,5,4,2
2020-03-28,0,2,2,15,7,12,18,14,7,7,3
2020-03-29,0,0,1,6,3,4,2,4,7,3,1
2020-03-30,3,5,2,6,9,20,19,5,6,9,4
2020-03-31,0,0,4,10,4,11,16,4,7,9,5
2020-04-01,1,0,2,2,3,9,6,8,10,7,1
2020-04-02,1,2,2,6,4,5,10,10,2,5,3
2020-04-03,0,0,0,5,4,6,12,2,3,3,4
2020-04-04,1,0,0,5,3,7,7,3,2,8,6
2020-04-05,0,0,0,2,5,0,1,3,7,3,1
2020-04-06,1,1,1,8,9,8,15,8,7,5,1
2020-04-07,0,1,4,6,12,14,19,10,17,10,2
2020-04-08,0,0,6,7,15,13,11,9,9,9,0
2020-04-09,1,3,2,6,6,15,9,9,10,8,3
2020-04-10,1,1,4,9,8,9,12,2,2,5,2
2020-04-11,1,1,2,2,5,4,7,1,5,6,0
2020-04-12,1,2,1,0,2,4,2,2,2,5,1
2020-04-13,0,0,0,3,3,2,6,3,3,3,0
2020-04-14,1,1,0,3,2,8,6,5,3,2,0
2020-04-15,0,0,4,11,2,3,4,7,2,4,1
2020-04-16,0,2,1,3,2,4,3,9,2,1,0
2020-04-17,0,2,1,5,6,6,5,2,1,3,1
2020-04-18,0,0,1,2,4,1,1,1,0,1,0
2020-04-19,0,0,0,2,2,0,0,2,1,1,0
2020-04-20,1,1,2,1,5,8,12,8,8,17,5
2020-04-21,1,0,0,4,3,3,5,3,2,2,2
2020-04-22,0,1,4,7,0,3,11,5,0,6,1
2020-04-23,0,0,0,3,1,5,6,1,1,2,0
2020-04-24,0,0,0,0,0,6,2,2,4,4,0
2020-04-25,0,0,1,1,0,2,2,1,0,1,1
2020-04-26,0,0,0,0,0,0,0,1,1,1,0
2020-04-27,0,1,0,4,2,2,5,0,1,1,0
2020-04-28,0,0,1,3,0,3,0,3,1,0,1
2020-04-29,0,0,0,1,1,1,4,4,3,1,1
2020-04-30,0,0,1,4,0,5,3,4,2,3,1
2020-05-01,0,0,0,0,0,0,0,2,2,0,0
2020-05-02,0,0,1,2,1,4,4,2,2,2,1
2020-05-03,1,0,0,0,0,0,2,0,1,0,0
2020-05-04,0,0,0,2,1,1,3,0,0,0,0
2020-05-05,0,0,0,3,4,1,1,3,2,0,0
2020-05-06,0,0,0,5,0,1,2,0,1,0,0
2020-05-07,1,0,0,1,1,4,0,1,1,0,0
2020-05-08,0,2,1,1,1,1,6,1,1,0,0
2020-05-09,0,0,0,1,0,3,2,2,1,1,0
2020-05-10,0,0,1,0,0,1,1,0,0,0,0
2020-05-11,1,0,0,0,0,1,3,1,1,0,0
2020-05-12,0,0,1,0,1,2,3,2,0,0,0
2020-05-13,0,0,0,0,0,0,2,1,2,1,0
2020-05-14,0,0,0,0,4,0,2,2,2,0,0
2020-05-15,0,0,0,1,1,1,0,0,0,0,0
2020-05-16,0,0,0,1,0,1,0,0,0,0,0
2020-05-17,0,0,2,1,0,1,1,0,0,0,0
2020-05-18,0,0,0,1,0,1,0,2,1,0,0
2020-05-19,0,0,0,2,1,0,1,0,0,1,0
2020-05-20,0,0,0,1,0,1,0,1,0,0,0
2020-05-21,0,0,0,0,0,0,0,0,0,0,0
2020-05-22,0,0,0,2,1,1,2,2,0,0,0
2020-05-23,0,0,0,1,1,2,0,0,0,1,0
2020-05-24,0,0,0,0,0,0,0,0,0,0,0
2020-05-25,0,0,0,4,3,1,1,1,1,0,0
2020-05-26,0,0,0,0,1,0,1,0,0,0,0
2020-05-27,0,0,0,1,1,1,2,0,0,0,0
2020-05-28,0,0,0,1,0,0,5,2,0,0,0
2020-05-29,0,0,0,0,0,2,0,1,0,0,0
2020-05-30,0,0,0,1,0,0,0,0,0,0,0
2020-05-31,0,0,0,0,0,0,0,0,0,0,1
2020-06-01,0,0,0,2,0,0,1,0,0,0,0
2020-06-02,0,0,0,0,0,1,0,0,0,0,0
2020-06-03,0,0,0,1,1,0,0,0,1,0,0
2020-06-04,0,0,0,0,0,0,0,1,0,0,0
2020-06-05,0,0,0,0,1,0,0,0,0,1,0
2020-06-06,0,0,1,1,1,0,0,0,1,0,0
2020-06-07,0,0,0,0,0,0,0,0,0,0,0
2020-06-08,0,0,1,0,1,0,0,0,0,0,0
2020-06-09,0,0,1,0,1,0,0,0,0,0,0
2020-06-10,0,0,0,2,0,0,0,0,0,0,0
2020-06-11,1,0,0,0,0,0,0,0,0,0,0
2020-06-12,0,0,0,0,1,1,0,0,0,1,0
2020-06-13,0,0,0,0,0,1,0,0,0,1,0
2020-06-14,0,0,0,0,0,0,0,0,0,0,0
2020-06-15,0,1,0,0,1,0,0,0,0,0,0
2020-06-16,0,0,0,1,1,1,0,0,0,0,0
2020-06-17,0,0,0,1,0,1,0,0,0,0,0
2020-06-18,0,0,1,1,0,0,0,0,0,0,0
2020-06-19,0,0,0,1,0,0,0,0,0,0,0
2020-06-20,0,0,0,1,0,0,0,0,1,0,0
2020-06-21,0,0,8,0,0,0,0,0,0,0,0
2020-06-22,0,0,5,6,7,0,0,0,0,0,0
2020-06-23,0,0,0,1,1,0,0,0,0,0,0
2020-06-24,0,0,0,2,0,1,0,0,0,0,0
2020-06-25,0,0,0,0,2,0,0,0,1,0,0
2020-06-26,0,0,0,0,2,0,0,1,0,0,0
2020-06-27,0,0,0,0,0,0,0,0,0,0,1
2020-06-28,0,0,0,0,0,0,0,0,0,0,0
2020-06-29,0,0,0,0,1,1,2,0,0,0,0
2020-06-30,0,0,0,0,1,2,0,1,1,0,0
2020-07-01,0,0,3,5,2,0,2,0,1,0,0
2020-07-02,0,0,0,0,2,0,0,1,0,0,0
2020-07-03,1,0,0,0,1,1,0,0,0,0,0
2020-07-04,0,0,0,0,1,0,1,0,0,0,0
2020-07-05,0,0,0,0,0,0,0,0,0,0,0
2020-07-06,0,1,0,1,0,0,0,0,0,0,0
2020-07-07,0,0,0,1,0,0,0,0,0,0,0
2020-07-08,0,0,1,0,0,1,0,0,0,0,0
2020-07-09,0,0,0,0,0,0,0,0,0,1,0
2020-07-10,0,0,0,0,0,0,2,0,0,0,0
2020-07-11,0,0,0,0,0,0,0,0,0,0,0
2020-07-12,0,1,0,0,1,1,0,0,0,0,0
2020-07-13,0,0,5,6,1,2,1,0,0,0,0
2020-07-14,0,0,0,0,0,0,0,0,1,0,0
2020-07-15,0,0,7,5,3,3,0,0,0,0,0
2020-07-16,0,1,2,0,1,1,0,0,0,0,0
2020-07-17,0,0,2,0,0,2,1,1,1,1,0
2020-07-18,0,0,0,0,0,0,0,0,0,0,0
2020-07-19,0,0,0,0,0,1,1,0,0,1,0
2020-07-20,1,0,0,2,3,0,1,0,1,0,0
2020-07-21,0,0,0,2,1,1,2,0,0,0,0
2020-07-22,0,0,1,1,1,1,3,2,1,0,0
2020-07-23,0,1,0,0,1,0,1,2,0,0,0
2020-07-24,1,1,1,0,1,2,1,4,0,2,0
2020-07-25,1,0,0,4,0,2,3,0,1,0,0
2020-07-26,1,0,1,1,1,1,0,0,1,1,0
2020-07-27,0,2,7,8,4,4,3,2,2,1,0
2020-07-28,0,0,1,1,1,1,2,2,1,0,0
2020-07-29,0,0,10,10,7,7,2,2,3,0,0
2020-07-30,0,0,2,5,4,2,2,2,2,1,0
2020-07-31,0,0,1,4,1,2,2,1,1,0,0
2020-08-01,0,1,0,2,1,1,1,0,0,0,0
2020-08-02,0,0,0,1,0,0,0,0,1,0,0
2020-08-03,0,0,3,3,3,1,5,1,1,4,0
2020-08-04,0,1,1,7,8,1,3,0,0,0,0
2020-08-05,0,1,3,8,7,2,2,4,2,0,0
2020-08-06,1,0,14,15,6,4,0,0,0,0,0
2020-08-07,1,0,22,30,14,3,1,1,0,0,0
2020-08-08,3,1,6,4,1,2,0,0,1,0,0
2020-08-09,1,0,8,12,2,0,4,2,1,0,1
2020-08-10,0,1,6,12,1,6,3,1,1,0,0
2020-08-11,1,0,11,7,2,1,5,1,0,0,0
2020-08-12,1,3,14,20,8,4,6,2,2,1,0
2020-08-13,0,0,2,6,1,2,4,3,3,0,0
2020-08-14,0,1,17,18,12,7,7,4,1,2,0
2020-08-15,0,0,6,2,1,3,3,1,3,2,0
2020-08-16,0,0,0,6,1,2,0,0,0,1,0
2020-08-17,2,4,5,12,5,0,2,4,1,1,0
2020-08-18,3,4,14,4,6,5,5,1,0,0,0
2020-08-19,1,1,9,22,5,3,2,1,1,0,0
2020-08-20,0,0,22,10,8,1,5,1,2,1,0
2020-08-21,0,0,8,14,2,2,4,1,2,2,0
2020-08-22,0,0,8,4,5,6,1,3,3,1,1
2020-08-23,3,2,18,21,12,3,1,0,0,0,0
2020-08-24,0,0,9,9,2,1,7,5,0,2,0
2020-08-25,0,0,7,11,9,8,3,6,2,2,0
2020-08-26,2,0,20,39,19,5,8,3,4,0,0
2020-08-27,0,1,2,9,6,8,11,3,3,5,0
2020-08-28,0,1,7,13,5,3,1,3,2,1,0
2020-08-29,0,1,7,3,5,4,2,0,3,0,0
2020-08-30,0,1,2,8,1,6,2,5,1,0,0
2020-08-31,3,5,12,18,14,8,9,3,2,1,0
2020-09-01,3,2,14,15,6,13,9,1,3,1,0
2020-09-02,3,1,5,9,7,5,11,10,4,2,0
2020-09-03,1,6,14,26,13,19,22,15,8,1,0
2020-09-04,1,3,11,20,8,18,21,4,4,2,0
2020-09-05,3,2,3,14,7,8,8,9,6,3,0
2020-09-06,1,2,3,7,7,1,8,4,2,1,0
2020-09-07,1,1,4,12,6,11,22,9,5,0,0
2020-09-08,3,5,9,17,19,15,16,8,5,3,1
2020-09-09,2,3,10,16,22,23,19,10,7,4,1
2020-09-10,1,4,11,10,14,19,17,12,5,2,0
2020-09-11,2,3,3,11,10,13,16,10,9,4,1
2020-09-12,2,1,5,10,9,14,9,5,6,3,1
2020-09-13,1,2,3,6,9,14,17,9,10,3,0
2020-09-14,3,3,6,12,14,15,14,5,10,2,1
2020-09-15,0,1,5,25,12,15,20,9,5,7,0
2020-09-16,0,2,7,17,19,21,17,14,7,3,0
2020-09-17,3,4,7,24,25,22,17,14,4,1,0
2020-09-18,2,1,9,7,10,16,20,12,4,7,3
2020-09-19,3,2,5,26,28,36,27,15,3,0,1
2020-09-20,3,3,4,5,9,9,15,5,3,1,0
2020-09-21,6,1,8,24,20,19,26,20,13,4,0
2020-09-22,2,3,2,17,18,19,17,12,9,6,1
2020-09-23,5,4,17,21,26,33,30,18,10,13,5
2020-09-24,3,6,14,22,20,11,27,9,4,3,5
2020-09-25,0,7,10,12,16,15,31,13,5,4,0
2020-09-26,5,2,6,14,19,13,16,10,10,0,0
2020-09-27,0,3,5,13,10,9,21,5,8,4,1
2020-09-28,4,7,13,30,33,31,31,10,15,4,2
2020-09-29,3,2,19,16,30,18,32,18,19,4,1
2020-09-30,3,12,11,17,27,23,25,20,11,7,3
2020-10-01,8,6,12,28,29,26,23,16,7,2,1
2020-10-02,6,9,24,26,19,20,38,16,11,6,3
2020-10-03,9,12,26,19,21,32,22,9,18,7,0
2020-10-04,3,3,10,11,16,18,16,18,13,8,0
2020-10-05,7,8,19,24,25,31,45,30,12,6,2
2020-10-06,2,12,24,36,38,34,38,26,18,4,3
2020-10-07,2,16,19,37,56,61,53,36,26,7,4
2020-10-08,9,15,21,32,51,57,48,26,26,12,3
2020-10-09,6,25,28,51,62,56,57,42,30,11,5
2020-10-10,4,19,37,51,45,58,71,47,30,23,0
2020-10-11,4,19,15,33,28,32,31,27,12,10,5
2020-10-12,11,25,29,36,40,62,75,46,33,26,7
2020-10-13,6,23,62,68,69,88,80,53,42,37,18
2020-10-14,6,33,39,74,69,84,88,63,49,17,3
2020-10-15,14,23,47,77,65,87,89,43,40,22,4
2020-10-16,11,25,57,68,74,79,91,57,33,19,4
2020-10-17,13,22,40,68,71,66,85,47,40,21,2
2020-10-18,5,14,27,41,31,52,54,47,16,17,0
2020-10-19,17,26,68,95,88,95,98,73,40,21,2
2020-10-20,12,43,76,80,80,106,109,71,36,37,7
2020-10-21,31,63,91,141,146,182,173,112,66,52,6
2020-10-22,17,45,91,106,108,128,157,111,39,31,4
2020-10-23,24,38,100,110,114,143,156,78,66,46,21
2020-10-24,13,45,65,93,113,126,124,78,50,37,8
2020-10-25,16,32,70,66,72,85,102,83,50,57,15
2020-10-26,17,52,76,145,159,161,184,133,75,44,15
2020-10-27,19,55,64,125,135,152,150,107,78,40,7
2020-10-28,23,60,79,137,164,199,208,135,69,37,11
2020-10-29,18,50,77,127,167,160,178,116,68,48,11
2020-10-30,22,58,88,160,166,207,217,142,95,67,16
2020-10-31,25,71,63,114,120,148,155,98,71,51,31
2020-11-01,6,37,40,59,81,82,121,74,70,40,2
2020-11-02,23,88,107,159,200,276,286,165,114,74,22
2020-11-03,29,69,101,196,206,269,271,174,134,63,34
2020-11-04,29,89,113,203,230,303,300,203,138,88,9
2020-11-05,47,89,121,209,233,245,366,228,102,85,22
2020-11-06,27,90,102,206,214,295,245,218,122,93,38
2020-11-07,37,90,122,176,213,213,247,153,100,95,29
2020-11-08,25,76,112,133,158,203,211,130,82,55,12
2020-11-09,48,131,156,259,284,322,368,237,154,96,19
2020-11-10,35,87,106,175,199,269,250,193,93,80,27
2020-11-11,28,82,106,202,205,276,325,196,131,90,22
2020-11-12,24,88,86,181,184,241,254,194,123,96,25
2020-11-13,34,103,96,251,220,291,344,229,134,98,37
2020-11-14,32,100,107,173,213,238,240,181,117,75,26
2020-11-15,23,88,102,156,205,234,238,158,101,99,27
2020-11-16,48,106,105,224,232,299,338,255,166,172,56
2020-11-17,33,94,147,212,268,323,310,255,144,107,23
2020-11-18,36,116,150,265,244,300,375,222,170,119,32
2020-11-19,21,67,120,229,273,296,314,222,168,130,50
2020-11-20,16,81,71,153,174,207,214,182,114,110,44
2020-11-21,33,76,89,160,176,222,231,152,109,71,24
2020-11-22,16,58,49,88,101,129,142,87,60,36,8
2020-11-23,28,77,89,193,213,244,265,197,126,103,47
2020-11-24,30,83,84,189,205,228,269,222,116,101,33
2020-11-25,32,84,112,153,183,243,250,205,115,69,17
2020-11-26,33,78,73,155,163,223,243,158,106,88,27
2020-11-27,20,56,82,179,170,207,240,153,125,60,27
2020-11-28,30,60,77,123,126,168,159,120,98,69,16
2020-11-29,21,22,34,74,70,91,73,52,41,35,11
2020-11-30,33,65,77,177,168,174,223,187,127,81,26
2020-12-01,11,39,58,93,142,158,148,122,94,81,28
2020-12-02,21,44,56,123,136,123,155,113,84,62,22
2020-12-03,10,46,58,112,109,133,168,107,73,71,23
2020-12-04,25,53,69,94,101,174,155,105,102,68,15
2020-12-05,24,50,73,118,116,136,134,114,94,64,22
