date,80_+,others
2020-02-26,1,1.0
2020-02-27,0,0.0
2020-02-28,0,0.0
2020-02-29,1,0.0
2020-03-01,0,0.0
2020-03-02,0,0.0
2020-03-03,0,0.0
2020-03-04,0,2.0
2020-03-05,1,1.0
2020-03-06,0,1.0
2020-03-07,2,0.0
2020-03-08,2,2.0
2020-03-09,5,3.0
2020-03-10,7,2.0
2020-03-11,3,3.0
2020-03-12,13,4.0
2020-03-13,15,5.0
2020-03-14,18,6.0
2020-03-15,17,11.0
2020-03-16,18,11.0
2020-03-17,14,12.0
2020-03-18,23,18.0
2020-03-19,25,23.0
2020-03-20,36,26.0
2020-03-21,35,28.0
2020-03-22,41,34.0
2020-03-23,43,38.0
2020-03-24,51,49.0
2020-03-25,45,44.0
2020-03-26,41,44.0
2020-03-27,59,39.0
2020-03-28,46,58.0
2020-03-29,44,45.0
2020-03-30,49,37.0
2020-03-31,49,33.0
2020-04-01,59,37.0
2020-04-02,46,39.0
2020-04-03,56,35.0
2020-04-04,39,21.0
2020-04-05,63,33.0
2020-04-06,55,42.0
2020-04-07,60,23.0
2020-04-08,51,32.0
2020-04-09,37,20.0
2020-04-10,60,29.0
2020-04-11,66,31.0
2020-04-12,52,30.0
2020-04-13,52,25.0
2020-04-14,44,31.0
2020-04-15,63,25.0
2020-04-16,53,28.0
2020-04-17,50,26.0
2020-04-18,46,22.0
2020-04-19,64,18.0
2020-04-20,39,20.0
2020-04-21,42,18.0
2020-04-22,34,16.0
2020-04-23,49,9.0
2020-04-24,37,19.0
2020-04-25,54,17.0
2020-04-26,38,11.0
2020-04-27,40,13.0
2020-04-28,34,23.0
2020-04-29,28,9.0
2020-04-30,24,8.0
2020-05-01,28,7.0
2020-05-02,29,11.0
2020-05-03,26,14.0
2020-05-04,21,5.0
2020-05-05,27,12.0
2020-05-06,22,3.0
2020-05-07,33,6.0
2020-05-08,17,7.0
2020-05-09,16,8.0
2020-05-10,12,9.0
2020-05-11,11,8.0
2020-05-12,21,4.0
2020-05-13,13,6.0
2020-05-14,14,7.0
2020-05-15,13,6.0
2020-05-16,9,1.0
2020-05-17,10,4.0
2020-05-18,14,3.0
2020-05-19,10,5.0
2020-05-20,11,3.0
2020-05-21,4,2.0
2020-05-22,8,2.0
2020-05-23,6,2.0
2020-05-24,13,5.0
2020-05-25,7,3.0
2020-05-26,4,2.0
2020-05-27,2,4.0
2020-05-28,4,4.0
2020-05-29,5,0.0
2020-05-30,6,0.0
2020-05-31,2,3.0
2020-06-01,9,0.0
2020-06-02,7,1.0
2020-06-03,7,1.0
2020-06-04,5,2.0
2020-06-05,13,8.0
2020-06-06,32,15.0
2020-06-07,4,0.0
2020-06-08,4,3.0
2020-06-09,9,1.0
2020-06-10,9,3.0
2020-06-11,4,1.0
2020-06-12,5,1.0
2020-06-13,3,0.0
2020-06-14,0,1.0
2020-06-15,8,2.0
2020-06-16,6,3.0
2020-06-17,4,1.0
2020-06-18,11,5.0
2020-06-19,13,1.0
2020-06-20,1,0.0
2020-06-21,3,0.0
2020-06-22,15,1.0
2020-06-23,19,3.0
2020-06-24,5,2.0
2020-06-25,6,3.0
2020-06-26,2,1.0
2020-06-27,3,0.0
2020-06-28,1,1.0
2020-06-29,2,3.0
2020-06-30,5,1.0
2020-07-01,4,0.0
2020-07-02,3,0.0
2020-07-03,7,1.0
2020-07-04,1,0.0
2020-07-05,1,0.0
2020-07-06,1,1.0
2020-07-07,2,0.0
2020-07-08,4,0.0
2020-07-09,1,1.0
2020-07-10,2,0.0
2020-07-11,0,0.0
2020-07-12,0,0.0
2020-07-13,4,2.0
2020-07-14,1,0.0
2020-07-15,1,1.0
2020-07-16,2,1.0
2020-07-17,1,0.0
2020-07-18,0,0.0
2020-07-19,0,0.0
2020-07-20,1,0.0
2020-07-21,6,0.0
2020-07-22,5,1.0
2020-07-23,1,0.0
2020-07-24,1,0.0
2020-07-25,0,0.0
2020-07-26,0,0.0
2020-07-27,0,1.0
2020-07-28,2,0.0
2020-07-29,0,0.0
2020-07-30,0,1.0
2020-07-31,0,0.0
2020-08-01,0,0.0
2020-08-02,0,0.0
2020-08-03,0,0.0
2020-08-04,0,0.0
2020-08-05,0,0.0
2020-08-06,1,0.0
2020-08-07,0,0.0
2020-08-08,0,0.0
2020-08-09,0,0.0
2020-08-10,1,1.0
2020-08-11,1,0.0
2020-08-12,0,0.0
2020-08-13,1,1.0
2020-08-14,1,0.0
2020-08-15,1,1.0
2020-08-16,0,0.0
2020-08-17,0,0.0
2020-08-18,0,0.0
2020-08-19,0,0.0
2020-08-20,0,0.0
2020-08-21,1,0.0
2020-08-22,0,0.0
2020-08-23,0,0.0
2020-08-24,0,0.0
2020-08-25,0,0.0
2020-08-26,0,0.0
2020-08-27,0,1.0
2020-08-28,0,0.0
2020-08-29,0,0.0
2020-08-30,0,0.0
2020-08-31,0,0.0
2020-09-01,0,0.0
2020-09-02,1,0.0
2020-09-03,0,0.0
2020-09-04,0,0.0
2020-09-05,1,0.0
2020-09-06,0,0.0
2020-09-07,0,1.0
2020-09-08,0,0.0
2020-09-09,0,0.0
2020-09-10,0,0.0
2020-09-11,0,0.0
2020-09-12,0,0.0
2020-09-13,0,0.0
2020-09-14,0,0.0
2020-09-15,0,0.0
2020-09-16,1,0.0
2020-09-17,1,1.0
2020-09-18,2,0.0
2020-09-19,1,0.0
2020-09-20,0,0.0
2020-09-21,0,1.0
2020-09-22,0,0.0
2020-09-23,2,1.0
2020-09-24,0,1.0
2020-09-25,1,0.0
2020-09-26,0,0.0
2020-09-27,1,0.0
2020-09-28,2,0.0
2020-09-29,0,0.0
2020-09-30,0,0.0
2020-10-01,0,1.0
2020-10-02,0,0.0
2020-10-03,1,0.0
2020-10-04,1,1.0
2020-10-05,0,0.0
2020-10-06,0,0.0
2020-10-07,0,0.0
2020-10-08,1,0.0
2020-10-09,6,0.0
2020-10-10,3,2.0
