date,80_+,others
2020-03-11,1.0,16
2020-03-12,1.0,9
2020-03-13,2.0,21
2020-03-14,2.0,8
2020-03-15,0.0,13
2020-03-16,3.0,29
2020-03-17,4.0,30
2020-03-18,2.0,22
2020-03-19,2.0,33
2020-03-20,2.0,26
2020-03-21,6.0,37
2020-03-22,7.0,27
2020-03-23,2.0,27
2020-03-24,3.0,29
2020-03-25,4.0,51
2020-03-26,27.0,67
2020-03-27,6.0,48
2020-03-28,2.0,28
2020-03-29,5.0,11
2020-03-30,0.0,21
2020-03-31,0.0,27
2020-04-01,4.0,21
2020-04-02,1.0,18
2020-04-03,1.0,29
2020-04-04,5.0,34
2020-04-05,1.0,8
2020-04-06,1.0,10
2020-04-07,1.0,22
2020-04-08,2.0,20
2020-04-09,2.0,20
2020-04-10,0.0,10
2020-04-11,0.0,7
2020-04-12,0.0,3
2020-04-13,2.0,11
2020-04-14,3.0,31
2020-04-15,4.0,21
2020-04-16,18.0,26
2020-04-17,5.0,12
2020-04-18,2.0,5
2020-04-19,0.0,11
2020-04-20,0.0,3
2020-04-21,0.0,10
2020-04-22,0.0,13
2020-04-23,0.0,9
2020-04-24,1.0,6
2020-04-25,0.0,5
2020-04-26,0.0,3
2020-04-27,0.0,2
2020-04-28,0.0,5
2020-04-29,0.0,4
2020-04-30,0.0,3
2020-05-01,0.0,1
2020-05-02,0.0,4
2020-05-03,0.0,1
2020-05-04,1.0,3
2020-05-05,0.0,3
2020-05-06,0.0,7
2020-05-07,0.0,4
2020-05-08,0.0,1
2020-05-09,0.0,3
2020-05-10,0.0,4
2020-05-11,0.0,1
2020-05-12,0.0,2
2020-05-13,0.0,1
2020-05-14,0.0,1
2020-05-15,0.0,2
2020-05-16,0.0,0
2020-05-17,0.0,3
2020-05-18,0.0,1
2020-05-19,0.0,0
2020-05-20,0.0,0
2020-05-21,0.0,1
2020-05-22,0.0,0
2020-05-23,0.0,1
2020-05-24,0.0,1
2020-05-25,1.0,0
2020-05-26,0.0,0
2020-05-27,0.0,0
2020-05-28,0.0,0
2020-05-29,0.0,0
2020-05-30,0.0,0
2020-05-31,0.0,0
2020-06-01,0.0,0
2020-06-02,0.0,0
2020-06-03,0.0,0
2020-06-04,0.0,1
2020-06-05,0.0,0
2020-06-06,0.0,0
2020-06-07,0.0,0
2020-06-08,0.0,1
2020-06-09,0.0,0
2020-06-10,0.0,1
2020-06-11,0.0,1
2020-06-12,0.0,0
2020-06-13,0.0,0
2020-06-14,0.0,1
2020-06-15,0.0,1
2020-06-16,0.0,2
2020-06-17,0.0,0
2020-06-18,0.0,2
2020-06-19,0.0,1
2020-06-20,0.0,7
2020-06-21,0.0,1
2020-06-22,0.0,0
2020-06-23,0.0,0
2020-06-24,0.0,5
2020-06-25,0.0,0
2020-06-26,0.0,0
2020-06-27,0.0,1
2020-06-28,0.0,1
2020-06-29,0.0,0
2020-06-30,0.0,0
2020-07-01,0.0,0
2020-07-02,0.0,0
2020-07-03,0.0,1
2020-07-04,0.0,1
2020-07-05,0.0,0
2020-07-06,0.0,1
2020-07-07,0.0,4
2020-07-08,0.0,0
2020-07-09,0.0,3
2020-07-10,0.0,0
2020-07-11,0.0,26
2020-07-12,0.0,0
2020-07-13,0.0,1
2020-07-14,0.0,1
2020-07-15,0.0,8
2020-07-16,0.0,12
2020-07-17,0.0,1
2020-07-18,0.0,0
2020-07-19,0.0,0
2020-07-20,0.0,1
2020-07-21,0.0,2
2020-07-22,0.0,1
2020-07-23,0.0,1
2020-07-24,0.0,0
2020-07-25,0.0,0
2020-07-26,0.0,0
2020-07-27,0.0,6
2020-07-28,0.0,4
2020-07-29,0.0,4
2020-07-30,0.0,1
2020-07-31,0.0,4
2020-08-01,0.0,1
2020-08-02,0.0,0
2020-08-03,0.0,2
2020-08-04,0.0,0
2020-08-05,0.0,3
2020-08-06,1.0,6
2020-08-07,0.0,2
2020-08-08,0.0,2
2020-08-09,0.0,10
2020-08-10,0.0,9
2020-08-11,0.0,4
2020-08-12,1.0,14
2020-08-13,0.0,6
2020-08-14,0.0,15
2020-08-15,0.0,2
2020-08-16,0.0,3
2020-08-17,0.0,9
2020-08-18,0.0,5
2020-08-19,0.0,12
2020-08-20,0.0,8
2020-08-21,0.0,2
2020-08-22,0.0,5
2020-08-23,0.0,3
2020-08-24,0.0,11
2020-08-25,0.0,9
2020-08-26,0.0,15
2020-08-27,0.0,29
2020-08-28,0.0,17
2020-08-29,1.0,3
2020-08-30,0.0,22
2020-08-31,0.0,37
2020-09-01,0.0,13
2020-09-02,0.0,16
2020-09-03,0.0,9
2020-09-04,0.0,18
2020-09-05,0.0,28
2020-09-06,1.0,7
2020-09-07,1.0,20
2020-09-08,1.0,12
2020-09-09,1.0,11
2020-09-10,2.0,14
2020-09-11,0.0,12
2020-09-12,0.0,6
2020-09-13,1.0,6
2020-09-14,0.0,10
2020-09-15,1.0,21
2020-09-16,0.0,20
2020-09-17,0.0,24
2020-09-18,2.0,19
2020-09-19,0.0,19
2020-09-20,1.0,8
2020-09-21,0.0,30
2020-09-22,0.0,8
2020-09-23,0.0,9
2020-09-24,1.0,9
2020-09-25,0.0,16
2020-09-26,0.0,9
2020-09-27,0.0,24
2020-09-28,0.0,20
2020-09-29,0.0,19
2020-09-30,0.0,20
2020-10-01,1.0,19
2020-10-02,1.0,17
2020-10-03,1.0,35
2020-10-04,0.0,17
2020-10-05,1.0,24
2020-10-06,0.0,22
2020-10-07,0.0,56
2020-10-08,0.0,88
2020-10-09,0.0,27
2020-10-10,3.0,42
2020-10-11,0.0,31
2020-10-12,2.0,63
2020-10-13,7.0,64
2020-10-14,4.0,72
2020-10-15,6.0,85
2020-10-16,4.0,88
2020-10-17,3.0,136
2020-10-18,3.0,101
2020-10-19,10.0,111
2020-10-20,7.0,138
2020-10-21,5.0,154
2020-10-22,5.0,177
2020-10-23,5.0,152
2020-10-24,4.0,108
2020-10-25,8.0,192
2020-10-26,3.0,154
2020-10-27,4.0,155
2020-10-28,9.0,265
2020-10-29,9.0,226
2020-10-30,21.0,288
2020-10-31,6.0,169
2020-11-01,11.0,151
2020-11-02,7.0,344
2020-11-03,14.0,242
2020-11-04,20.0,383
2020-11-05,9.0,374
2020-11-06,26.0,516
2020-11-07,20.0,252
2020-11-08,25.0,238
2020-11-09,10.0,383
2020-11-10,14.0,351
2020-11-11,21.0,381
2020-11-12,13.0,328
2020-11-13,20.0,262
2020-11-14,18.0,280
2020-11-15,26.0,215
2020-11-16,25.0,443
2020-11-17,40.0,406
2020-11-18,24.0,403
2020-11-19,58.0,340
2020-11-20,32.0,412
2020-11-21,20.0,191
2020-11-22,21.0,139
2020-11-23,32.0,337
2020-11-24,32.0,401
2020-11-25,30.0,430
2020-11-26,14.0,403
2020-11-27,27.0,341
2020-11-28,29.0,224
2020-11-29,10.0,101
2020-11-30,15.0,236
2020-12-01,14.0,269
