date,80_+,others
2020-02-21,4.0,32
2020-02-22,5.0,52
2020-02-23,9.0,68
2020-02-24,8.0,77
2020-02-25,16.0,174
2020-02-26,46.0,232
2020-02-27,54.0,232
2020-02-28,81.0,267
2020-02-29,84.0,289
2020-03-01,78.0,332
2020-03-02,128.0,501
2020-03-03,162.0,640
2020-03-04,206.0,871
2020-03-05,245.0,1057
2020-03-06,268.0,1261
2020-03-07,287.0,1126
2020-03-08,276.0,1175
2020-03-09,386.0,1852
2020-03-10,470.0,1977
2020-03-11,510.0,2269
2020-03-12,590.0,2552
2020-03-13,738.0,3368
2020-03-14,693.0,2840
2020-03-15,508.0,2342
2020-03-16,797.0,4023
2020-03-17,886.0,4462
2020-03-18,893.0,4800
2020-03-19,996.0,4691
2020-03-20,1068.0,5187
2020-03-21,1029.0,3890
2020-03-22,817.0,3109
2020-03-23,1135.0,4962
2020-03-24,1044.0,4872
2020-03-25,1170.0,4634
2020-03-26,1219.0,4483
2020-03-27,1211.0,4581
2020-03-28,1041.0,3487
2020-03-29,820.0,2193
2020-03-30,1303.0,3781
2020-03-31,1326.0,4030
2020-04-01,1224.0,3803
2020-04-02,1138.0,3637
2020-04-03,1132.0,3317
2020-04-04,974.0,2688
2020-04-05,821.0,1780
2020-04-06,1240.0,2846
2020-04-07,1173.0,2966
2020-04-08,1523.0,3270
2020-04-09,1595.0,3091
2020-04-10,2019.0,3113
2020-04-11,1210.0,2220
2020-04-12,790.0,1130
2020-04-13,948.0,1320
2020-04-14,1152.0,2125
2020-04-15,1495.0,2454
2020-04-16,1370.0,2334
2020-04-17,1214.0,2286
2020-04-18,1033.0,1605
2020-04-19,556.0,831
2020-04-20,1092.0,1914
2020-04-21,1114.0,1962
2020-04-22,916.0,1690
2020-04-23,1079.0,1733
2020-04-24,953.0,1784
2020-04-25,578.0,1089
2020-04-26,306.0,711
2020-04-27,640.0,1338
2020-04-28,757.0,1485
2020-04-29,788.0,1540
2020-04-30,674.0,1592
2020-05-01,388.0,698
2020-05-02,268.0,752
2020-05-03,125.0,381
2020-05-04,463.0,993
2020-05-05,485.0,1052
2020-05-06,351.0,1091
2020-05-07,380.0,1010
2020-05-08,314.0,1066
2020-05-09,172.0,559
2020-05-10,68.0,269
2020-05-11,221.0,652
2020-05-12,217.0,697
2020-05-13,216.0,674
2020-05-14,222.0,679
2020-05-15,164.0,627
2020-05-16,130.0,476
2020-05-17,63.0,235
2020-05-18,150.0,505
2020-05-19,148.0,572
2020-05-20,122.0,555
2020-05-21,122.0,500
2020-05-22,106.0,579
2020-05-23,61.0,295
2020-05-24,25.0,122
2020-05-25,86.0,427
2020-05-26,84.0,457
2020-05-27,82.0,442
2020-05-28,95.0,421
2020-05-29,50.0,336
2020-05-30,30.0,255
2020-05-31,23.0,66
2020-06-01,74.0,303
2020-06-02,25.0,62
2020-06-03,57.0,301
2020-06-04,45.0,316
2020-06-05,59.0,326
2020-06-06,24.0,179
2020-06-07,12.0,72
2020-06-08,48.0,252
2020-06-09,34.0,334
2020-06-10,47.0,347
2020-06-11,46.0,403
2020-06-12,58.0,310
2020-06-13,28.0,187
2020-06-14,13.0,55
2020-06-15,34.0,242
2020-06-16,39.0,241
2020-06-17,34.0,268
2020-06-18,35.0,198
2020-06-19,30.0,260
2020-06-20,17.0,148
2020-06-21,9.0,53
2020-06-22,25.0,313
2020-06-23,41.0,247
2020-06-24,27.0,179
2020-06-25,19.0,183
2020-06-26,21.0,163
2020-06-27,8.0,116
2020-06-28,4.0,62
2020-06-29,20.0,210
2020-06-30,16.0,183
