date,80_+,others
2020-02-23,5.0,11
2020-02-24,0.0,10
2020-02-25,4.0,46
2020-02-26,4.0,35
2020-02-27,17.0,55
2020-02-28,9.0,30
2020-02-29,10.0,27
2020-03-01,3.0,19
2020-03-02,13.0,32
2020-03-03,9.0,39
2020-03-04,18.0,88
2020-03-05,11.0,78
2020-03-06,10.0,74
2020-03-07,15.0,101
2020-03-08,12.0,55
2020-03-09,29.0,151
2020-03-10,35.0,153
2020-03-11,58.0,173
2020-03-12,34.0,198
2020-03-13,59.0,307
2020-03-14,36.0,231
2020-03-15,34.0,209
2020-03-16,65.0,420
2020-03-17,116.0,483
2020-03-18,62.0,443
2020-03-19,79.0,478
2020-03-20,115.0,589
2020-03-21,84.0,327
2020-03-22,62.0,297
2020-03-23,130.0,496
2020-03-24,77.0,568
2020-03-25,98.0,433
2020-03-26,78.0,365
2020-03-27,66.0,343
2020-03-28,94.0,268
2020-03-29,126.0,136
2020-03-30,134.0,363
2020-03-31,210.0,394
2020-04-01,131.0,333
2020-04-02,106.0,281
2020-04-03,66.0,265
2020-04-04,68.0,207
2020-04-05,142.0,125
2020-04-06,137.0,288
2020-04-07,162.0,301
2020-04-08,189.0,426
2020-04-09,46.0,290
2020-04-10,88.0,188
2020-04-11,39.0,176
2020-04-12,49.0,40
2020-04-13,49.0,45
2020-04-14,95.0,207
2020-04-15,146.0,212
2020-04-16,172.0,249
2020-04-17,92.0,170
2020-04-18,77.0,179
2020-04-19,72.0,72
2020-04-20,50.0,160
2020-04-21,143.0,207
2020-04-22,59.0,142
2020-04-23,35.0,117
2020-04-24,33.0,129
2020-04-25,9.0,56
2020-04-26,27.0,44
2020-04-27,38.0,94
2020-04-28,31.0,115
2020-04-29,35.0,104
2020-04-30,46.0,89
2020-05-01,23.0,32
2020-05-02,12.0,55
2020-05-03,5.0,11
2020-05-04,36.0,69
2020-05-05,28.0,49
2020-05-06,6.0,64
2020-05-07,7.0,55
2020-05-08,15.0,43
2020-05-09,3.0,12
2020-05-10,1.0,7
2020-05-11,10.0,39
2020-05-12,11.0,26
2020-05-13,7.0,32
2020-05-14,19.0,10
2020-05-15,2.0,13
2020-05-16,9.0,36
2020-05-17,3.0,5
2020-05-18,1.0,17
2020-05-19,5.0,12
2020-05-20,2.0,14
2020-05-21,1.0,10
2020-05-22,1.0,14
2020-05-23,2.0,5
2020-05-24,1.0,2
2020-05-25,3.0,9
2020-05-26,4.0,11
2020-05-27,2.0,7
2020-05-28,0.0,3
2020-05-29,1.0,8
2020-05-30,0.0,4
2020-05-31,0.0,1
2020-06-01,2.0,4
2020-06-02,1.0,1
2020-06-03,0.0,8
2020-06-04,3.0,3
2020-06-05,0.0,6
2020-06-06,0.0,2
2020-06-07,1.0,0
2020-06-08,0.0,6
2020-06-09,1.0,7
2020-06-10,2.0,6
2020-06-11,3.0,15
2020-06-12,1.0,3
2020-06-13,0.0,5
2020-06-14,0.0,0
2020-06-15,0.0,5
2020-06-16,1.0,4
2020-06-17,0.0,2
2020-06-18,0.0,3
2020-06-19,2.0,7
2020-06-20,0.0,5
2020-06-21,1.0,0
2020-06-22,2.0,4
2020-06-23,1.0,6
2020-06-24,0.0,4
2020-06-25,1.0,5
2020-06-26,1.0,4
2020-06-27,0.0,4
2020-06-28,0.0,2
2020-06-29,0.0,12
2020-06-30,0.0,11
2020-07-01,1.0,4
2020-07-02,0.0,6
2020-07-03,1.0,4
2020-07-04,0.0,9
2020-07-05,2.0,3
2020-07-06,1.0,7
2020-07-07,1.0,15
2020-07-08,1.0,8
2020-07-09,1.0,16
2020-07-10,1.0,9
2020-07-11,5.0,9
2020-07-12,0.0,5
2020-07-13,3.0,18
2020-07-14,3.0,63
2020-07-15,1.0,24
2020-07-16,1.0,44
2020-07-17,8.0,42
2020-07-18,1.0,26
2020-07-19,1.0,32
2020-07-20,0.0,32
2020-07-21,1.0,23
2020-07-22,5.0,22
2020-07-23,4.0,29
2020-07-24,3.0,29
2020-07-25,1.0,16
2020-07-26,0.0,4
2020-07-27,0.0,50
2020-07-28,4.0,51
2020-07-29,10.0,164
2020-07-30,4.0,47
2020-07-31,2.0,55
2020-08-01,1.0,18
2020-08-02,0.0,10
2020-08-03,11.0,37
2020-08-04,3.0,52
