date,incidence,incidence_7_days_moving_average
2020-02-26,1,
2020-02-27,2,
2020-02-28,0,
2020-02-29,0,2.2857142857142856
2020-03-01,2,2.857142857142857
2020-03-02,5,5.428571428571429
2020-03-03,5,6.857142857142857
2020-03-04,2,7.571428571428571
2020-03-05,6,9.428571428571429
2020-03-06,18,12.0
2020-03-07,10,17.285714285714285
2020-03-08,7,25.714285714285715
2020-03-09,18,30.285714285714285
2020-03-10,23,37.42857142857143
2020-03-11,39,42.42857142857143
2020-03-12,65,47.57142857142857
2020-03-13,50,55.57142857142857
2020-03-14,60,65.0
2020-03-15,42,70.85714285714286
2020-03-16,54,80.57142857142857
2020-03-17,79,88.57142857142857
2020-03-18,105,93.28571428571429
2020-03-19,106,104.42857142857143
2020-03-20,118,109.14285714285714
2020-03-21,116,108.0
2020-03-22,75,109.42857142857143
2020-03-23,132,108.42857142857143
2020-03-24,112,108.42857142857143
2020-03-25,97,114.0
2020-03-26,116,108.14285714285714
2020-03-27,111,110.57142857142857
2020-03-28,116,115.57142857142857
2020-03-29,114,110.71428571428571
2020-03-30,91,109.85714285714286
2020-03-31,129,106.28571428571429
2020-04-01,132,102.85714285714286
2020-04-02,82,110.0
2020-04-03,105,103.71428571428571
2020-04-04,91,99.14285714285714
2020-04-05,90,102.85714285714286
2020-04-06,141,110.71428571428571
2020-04-07,85,110.85714285714286
2020-04-08,100,103.42857142857143
2020-04-09,108,89.14285714285714
2020-04-10,160,87.14285714285714
2020-04-11,92,81.0
2020-04-12,38,75.71428571428571
2020-04-13,41,63.857142857142854
2020-04-14,71,62.285714285714285
2020-04-15,57,62.285714285714285
2020-04-16,71,64.85714285714286
2020-04-17,77,67.28571428571429
2020-04-18,81,64.71428571428571
2020-04-19,38,63.285714285714285
2020-04-20,59,56.0
2020-04-21,88,47.0
2020-04-22,39,43.57142857142857
2020-04-23,61,40.0
2020-04-24,26,34.57142857142857
2020-04-25,18,35.285714285714285
2020-04-26,14,29.0
2020-04-27,34,29.142857142857142
2020-04-28,50,29.428571428571427
2020-04-29,44,27.714285714285715
2020-04-30,17,28.285714285714285
2020-05-01,27,25.428571428571427
2020-05-02,20,23.285714285714285
2020-05-03,2,22.714285714285715
2020-05-04,38,22.857142857142858
2020-05-05,30,25.0
2020-05-06,29,26.0
2020-05-07,13,22.0
