date,incidence,incidence_7_days_moving_average
2020-02-21,1,
2020-02-22,7,
2020-02-23,11,
2020-02-24,6,34.285714285714285
2020-02-25,40,40.42857142857143
2020-02-26,89,46.714285714285715
2020-02-27,42,59.42857142857143
2020-02-28,45,78.0
2020-02-29,50,86.71428571428571
2020-03-01,55,114.14285714285714
2020-03-02,95,138.42857142857142
2020-03-03,170,162.85714285714286
2020-03-04,150,183.85714285714286
2020-03-05,234,214.14285714285714
2020-03-06,215,235.57142857142858
2020-03-07,221,266.14285714285717
2020-03-08,202,307.2857142857143
2020-03-09,307,369.7142857142857
2020-03-10,320,415.2857142857143
2020-03-11,364,440.85714285714283
2020-03-12,522,484.0
2020-03-13,652,540.0
2020-03-14,540,601.0
2020-03-15,381,644.5714285714286
2020-03-16,609,681.5714285714286
2020-03-17,712,701.1428571428571
2020-03-18,791,724.0
2020-03-19,827,742.8571428571429
2020-03-20,911,749.4285714285714
2020-03-21,677,727.0
2020-03-22,541,715.5714285714286
2020-03-23,741,674.0
2020-03-24,758,654.0
2020-03-25,634,626.8571428571429
2020-03-26,747,600.0
2020-03-27,620,595.5714285714286
2020-03-28,537,580.7142857142857
2020-03-29,351,561.2857142857143
2020-03-30,553,547.8571428571429
2020-03-31,727,539.2857142857143
2020-04-01,530,539.0
2020-04-02,611,506.14285714285717
2020-04-03,526,460.7142857142857
2020-04-04,477,466.0
2020-04-05,349,439.14285714285717
2020-04-06,323,451.42857142857144
2020-04-07,409,440.57142857142856
2020-04-08,567,415.85714285714283
2020-04-09,423,421.7142857142857
2020-04-10,612,416.14285714285717
2020-04-11,401,389.0
2020-04-12,176,366.57142857142856
2020-04-13,364,337.42857142857144
2020-04-14,370,334.14285714285717
2020-04-15,377,336.7142857142857
2020-04-16,266,325.7142857142857
2020-04-17,408,320.14285714285717
2020-04-18,378,302.14285714285717
2020-04-19,194,290.2857142857143
2020-04-20,287,274.57142857142856
2020-04-21,331,255.0
2020-04-22,251,249.71428571428572
2020-04-23,183,240.85714285714286
2020-04-24,298,222.42857142857142
2020-04-25,241,219.85714285714286
2020-04-26,157,225.28571428571428
2020-04-27,225,202.71428571428572
2020-04-28,202,183.57142857142858
2020-04-29,233,175.85714285714286
2020-04-30,221,156.28571428571428
2020-05-01,140,142.28571428571428
2020-05-02,107,126.0
2020-05-03,103,111.14285714285714
2020-05-04,88,106.14285714285714
2020-05-05,104,101.42857142857143
2020-05-06,119,91.85714285714286
2020-05-07,117,89.57142857142857
2020-05-08,105,82.85714285714286
2020-05-09,74,77.42857142857143
2020-05-10,36,69.85714285714286
2020-05-11,72,63.42857142857143
2020-05-12,57,59.714285714285715
2020-05-13,81,58.857142857142854
2020-05-14,64,57.42857142857143
2020-05-15,60,55.57142857142857
2020-05-16,48,51.42857142857143
2020-05-17,30,49.857142857142854
2020-05-18,62,48.285714285714285
2020-05-19,44,45.714285714285715
2020-05-20,52,43.57142857142857
2020-05-21,53,39.857142857142854
2020-05-22,49,41.0
2020-05-23,30,38.714285714285715
2020-05-24,15,36.857142857142854
2020-05-25,36,34.285714285714285
2020-05-26,52,32.0
2020-05-27,36,31.285714285714285
2020-05-28,40,29.0
2020-05-29,31,23.285714285714285
2020-05-30,14,20.428571428571427
2020-05-31,10,17.142857142857142
2020-06-01,20,16.571428571428573
2020-06-02,12,17.142857142857142
2020-06-03,16,17.285714285714285
2020-06-04,17,18.857142857142858
2020-06-05,27,20.428571428571427
2020-06-06,18,23.142857142857142
2020-06-07,11,23.142857142857142
2020-06-08,31,22.285714285714285
2020-06-09,23,21.857142857142858
2020-06-10,35,21.0
2020-06-11,17,20.0
2020-06-12,21,20.428571428571427
2020-06-13,15,18.857142857142858
2020-06-14,5,20.142857142857142
2020-06-15,24,20.714285714285715
2020-06-16,26,22.142857142857142
2020-06-17,24,23.0
2020-06-18,26,32.57142857142857
2020-06-19,25,33.57142857142857
2020-06-20,25,34.285714285714285
2020-06-21,11,36.42857142857143
2020-06-22,91,36.285714285714285
2020-06-23,33,36.285714285714285
2020-06-24,29,35.42857142857143
2020-06-25,41,26.571428571428573
2020-06-26,24,26.714285714285715
