data,≥80 anni,altri
2020-03-03,1.0,16
2020-03-04,0.0,20
2020-03-05,1.0,19
2020-03-06,3.0,20
2020-03-07,7.0,27
2020-03-08,3.0,43
2020-03-09,12.0,56
2020-03-10,9.0,41
2020-03-11,7.0,50
2020-03-12,13.0,93
2020-03-13,17.0,105
2020-03-14,33.0,128
2020-03-15,12.0,93
2020-03-16,21.0,158
2020-03-17,29.0,175
2020-03-18,30.0,218
2020-03-19,44.0,188
2020-03-20,43.0,262
2020-03-21,53.0,208
2020-03-22,34.0,125
2020-03-23,40.0,231
2020-03-24,36.0,250
2020-03-25,48.0,226
2020-03-26,49.0,204
2020-03-27,115.0,266
2020-03-28,67.0,159
2020-03-29,71.0,118
2020-03-30,189.0,188
2020-03-31,85.0,289
2020-04-01,52.0,285
2020-04-02,63.0,118
2020-04-03,74.0,150
2020-04-04,44.0,117
2020-04-05,21.0,62
2020-04-06,29.0,104
2020-04-07,47.0,123
2020-04-08,59.0,147
2020-04-09,35.0,183
2020-04-10,59.0,150
2020-04-11,31.0,107
2020-04-12,29.0,91
2020-04-13,34.0,83
2020-04-14,33.0,152
2020-04-15,51.0,134
2020-04-16,31.0,154
2020-04-17,20.0,121
2020-04-18,31.0,78
2020-04-19,13.0,57
2020-04-20,27.0,97
2020-04-21,17.0,83
2020-04-22,12.0,97
2020-04-23,7.0,82
2020-04-24,33.0,95
2020-04-25,6.0,27
2020-04-26,1.0,7
2020-04-27,5.0,58
2020-04-28,6.0,56
2020-04-29,8.0,63
2020-04-30,7.0,67
2020-05-01,5.0,23
2020-05-02,3.0,37
2020-05-03,5.0,14
2020-05-04,11.0,29
2020-05-05,10.0,34
2020-05-06,5.0,33
2020-05-07,5.0,23
2020-05-08,2.0,33
2020-05-09,3.0,20
2020-05-10,2.0,5
2020-05-11,2.0,16
2020-05-12,2.0,19
2020-05-13,1.0,18
2020-05-14,4.0,23
2020-05-15,2.0,32
2020-05-16,2.0,14
2020-05-17,0.0,3
2020-05-18,1.0,12
2020-05-19,4.0,12
2020-05-20,5.0,28
2020-05-21,3.0,16
2020-05-22,0.0,10
2020-05-23,2.0,8
2020-05-24,0.0,2
2020-05-25,2.0,6
2020-05-26,2.0,4
2020-05-27,0.0,3
2020-05-28,0.0,6
2020-05-29,0.0,7
2020-05-30,1.0,4
2020-05-31,2.0,1
2020-06-01,2.0,8
2020-06-02,2.0,0
2020-06-03,0.0,5
2020-06-04,2.0,3
2020-06-05,0.0,3
2020-06-06,3.0,2
2020-06-07,0.0,6
2020-06-08,2.0,2
2020-06-09,2.0,14
2020-06-10,2.0,6
2020-06-11,1.0,6
2020-06-12,0.0,5
2020-06-13,0.0,3
2020-06-14,1.0,3
2020-06-15,0.0,4
2020-06-16,1.0,3
2020-06-17,1.0,3
2020-06-18,1.0,3
2020-06-19,1.0,2
2020-06-20,0.0,2
2020-06-21,0.0,1
2020-06-22,2.0,3
2020-06-23,5.0,8
2020-06-24,0.0,4
2020-06-25,0.0,7
2020-06-26,1.0,4
2020-06-27,0.0,4
2020-06-28,0.0,5
2020-06-29,0.0,3
2020-06-30,0.0,3
2020-07-01,1.0,9
2020-07-02,0.0,7
2020-07-03,1.0,15
2020-07-04,0.0,12
2020-07-05,2.0,2
2020-07-06,1.0,5
2020-07-07,0.0,4
2020-07-08,0.0,3
2020-07-09,0.0,3
2020-07-10,0.0,3
2020-07-11,0.0,5
2020-07-12,0.0,1
2020-07-13,0.0,8
2020-07-14,2.0,10
2020-07-15,1.0,5
2020-07-16,1.0,11
2020-07-17,0.0,8
2020-07-18,0.0,2
2020-07-19,0.0,2
2020-07-20,1.0,9
2020-07-21,0.0,5
2020-07-22,1.0,9
2020-07-23,1.0,5
2020-07-24,0.0,14
2020-07-25,3.0,17
2020-07-26,0.0,3
2020-07-27,2.0,10
2020-07-28,0.0,13
2020-07-29,1.0,14
2020-07-30,0.0,7
2020-07-31,1.0,5
2020-08-01,0.0,14
2020-08-02,2.0,6
2020-08-03,0.0,9
2020-08-04,1.0,20
2020-08-05,2.0,9
2020-08-06,1.0,28
2020-08-07,1.0,37
2020-08-08,0.0,39
2020-08-09,1.0,4
2020-08-10,0.0,34
2020-08-11,0.0,29
2020-08-12,0.0,33
2020-08-13,2.0,31
2020-08-14,0.0,21
2020-08-15,2.0,18
2020-08-16,0.0,26
2020-08-17,0.0,36
2020-08-18,4.0,44
2020-08-19,0.0,74
2020-08-20,1.0,62
2020-08-21,0.0,51
2020-08-22,0.0,47
2020-08-23,2.0,30
2020-08-24,2.0,131
2020-08-25,1.0,94
2020-08-26,4.0,112
2020-08-27,3.0,107
2020-08-28,6.0,95
2020-08-29,3.0,93
2020-08-30,1.0,20
2020-08-31,1.0,82
2020-09-01,2.0,95
2020-09-02,1.0,116
2020-09-03,2.0,81
2020-09-04,7.0,115
2020-09-05,1.0,94
2020-09-06,1.0,43
2020-09-07,4.0,86
2020-09-08,1.0,95
2020-09-09,6.0,116
2020-09-10,7.0,148
2020-09-11,5.0,88
2020-09-12,4.0,115
2020-09-13,2.0,26
2020-09-14,0.0,77
2020-09-15,4.0,104
2020-09-16,5.0,127
2020-09-17,2.0,112
2020-09-18,4.0,128
2020-09-19,3.0,108
2020-09-20,0.0,36
2020-09-21,7.0,96
2020-09-22,6.0,125
2020-09-23,3.0,132
2020-09-24,2.0,116
2020-09-25,3.0,116
2020-09-26,3.0,94
2020-09-27,1.0,33
2020-09-28,7.0,125
2020-09-29,6.0,138
2020-09-30,11.0,236
2020-10-01,10.0,219
2020-10-02,9.0,240
2020-10-03,18.0,215
2020-10-04,16.0,145
2020-10-05,79.0,330
2020-10-06,21.0,396
2020-10-07,20.0,430
2020-10-08,33.0,521
2020-10-09,43.0,587
2020-10-10,34.0,482
2020-10-11,49.0,272
2020-10-12,71.0,737
2020-10-13,34.0,686
2020-10-14,78.0,836
2020-10-15,62.0,810
2020-10-16,70.0,1019
2020-10-17,69.0,955
2020-10-18,60.0,899
2020-10-19,85.0,1101
2020-10-20,127.0,1362
2020-10-21,154.0,1745
2020-10-22,120.0,1622
2020-10-23,131.0,1915
2020-10-24,169.0,1792
2020-10-25,77.0,1020
2020-10-26,204.0,1814
2020-10-27,163.0,2303
2020-10-28,237.0,2875
2020-10-29,138.0,2342
2020-10-30,210.0,2528
2020-10-31,198.0,2110
2020-11-01,103.0,1113
2020-11-02,224.0,1707
2020-11-03,192.0,1995
2020-11-04,241.0,3039
2020-11-05,172.0,2717
2020-11-06,215.0,2613
2020-11-07,215.0,2159
2020-11-08,83.0,1350
2020-11-09,181.0,2112
2020-11-10,171.0,2536
2020-11-11,213.0,2446
2020-11-12,239.0,2452
2020-11-13,200.0,2314
2020-11-14,209.0,1792
2020-11-15,151.0,1036
2020-11-16,192.0,1715
2020-11-17,228.0,1835
2020-11-18,192.0,1901
2020-11-19,175.0,1847
2020-11-20,162.0,1539
2020-11-21,108.0,1247
2020-11-22,82.0,665
2020-11-23,133.0,1065
2020-11-24,162.0,1148
2020-11-25,118.0,1097
2020-11-26,114.0,989
2020-11-27,101.0,907
2020-11-28,135.0,715
2020-11-29,58.0,486
2020-11-30,84.0,669
2020-12-01,114.0,775
2020-12-02,105.0,839
2020-12-03,69.0,675
2020-12-04,78.0,642
2020-12-05,60.0,552
2020-12-06,34.0,315
2020-12-07,61.0,525
2020-12-08,59.0,444
2020-12-09,43.0,517
2020-12-10,112.0,559
2020-12-11,58.0,548
2020-12-12,47.0,392
2020-12-13,25.0,247
2020-12-14,55.0,508
2020-12-15,72.0,575
2020-12-16,39.0,390
2020-12-17,70.0,485
2020-12-18,43.0,446
2020-12-19,49.0,395
2020-12-20,23.0,184
2020-12-21,64.0,395
2020-12-22,48.0,538
2020-12-23,43.0,465
2020-12-24,39.0,415
2020-12-25,10.0,185
2020-12-26,34.0,195
2020-12-27,13.0,190
2020-12-28,50.0,441
2020-12-29,71.0,585
2020-12-30,45.0,540
2020-12-31,40.0,488
2021-01-01,26.0,238
2021-01-02,29.0,313
2021-01-03,23.0,254
2021-01-04,40.0,415
2021-01-05,111.0,588
2021-01-06,64.0,314
2021-01-07,87.0,458
2021-01-08,66.0,467
2021-01-09,28.0,443
2021-01-10,21.0,185
2021-01-11,103.0,373
2021-01-12,41.0,462
2021-01-13,52.0,391
2021-01-14,36.0,358
2021-01-15,53.0,367
2021-01-16,53.0,337
2021-01-17,16.0,174
2021-01-18,53.0,395
2021-01-19,52.0,466
2021-01-20,43.0,413
2021-01-21,47.0,431
2021-01-22,52.0,437
2021-01-23,59.0,417
2021-01-24,32.0,237
2021-01-25,50.0,421
2021-01-26,63.0,629
2021-01-27,52.0,583
2021-01-28,49.0,537
2021-01-29,22.0,502
2021-01-30,37.0,439
2021-01-31,25.0,256
2021-02-01,44.0,508
2021-02-02,71.0,710
2021-02-03,52.0,625
2021-02-04,47.0,646
2021-02-05,66.0,682
2021-02-06,40.0,592
2021-02-07,39.0,317
2021-02-08,51.0,581
2021-02-09,50.0,852
2021-02-10,57.0,737
2021-02-11,56.0,722
2021-02-12,54.0,705
2021-02-13,48.0,621
2021-02-14,12.0,277
2021-02-15,51.0,690
2021-02-16,41.0,920
2021-02-17,72.0,924
2021-02-18,58.0,868
2021-02-19,71.0,1008
2021-02-20,54.0,878
2021-02-21,53.0,586
2021-02-22,69.0,1045
2021-02-23,74.0,1206
2021-02-24,74.0,1168
2021-02-25,72.0,1076
2021-02-26,81.0,1238
2021-02-27,57.0,1076
2021-02-28,54.0,660
2021-03-01,68.0,1092
2021-03-02,80.0,1242
2021-03-03,76.0,1249
2021-03-04,78.0,1227
2021-03-05,101.0,1209
2021-03-06,97.0,1193
2021-03-07,53.0,648
2021-03-08,111.0,1118
2021-03-09,102.0,1273
2021-03-10,117.0,1261
2021-03-11,92.0,1360
2021-03-12,81.0,1360
2021-03-13,94.0,1220
2021-03-14,56.0,798
2021-03-15,77.0,1136
2021-03-16,96.0,1468
2021-03-17,115.0,1519
2021-03-18,79.0,1312
2021-03-19,90.0,1316
2021-03-20,72.0,1140
2021-03-21,62.0,650
2021-03-22,83.0,1211
2021-03-23,93.0,1472
2021-03-24,131.0,1546
2021-03-25,126.0,1353
2021-03-26,77.0,1204
2021-03-27,94.0,1199
2021-03-28,58.0,707
2021-03-29,132.0,1353
2021-03-30,112.0,1575
2021-03-31,126.0,1505
2021-04-01,103.0,1435
2021-04-02,116.0,1341
2021-04-03,97.0,1052
2021-04-04,47.0,651
2021-04-05,60.0,669
2021-04-06,78.0,1031
2021-04-07,71.0,1344
2021-04-08,83.0,1157
2021-04-09,69.0,1099
2021-04-10,71.0,1037
2021-04-11,33.0,578
2021-04-12,68.0,983
2021-04-13,97.0,1153
2021-04-14,80.0,1205
2021-04-15,58.0,981
2021-04-16,72.0,921
2021-04-17,59.0,814
2021-04-18,26.0,411
2021-04-19,47.0,782
2021-04-20,60.0,1129
2021-04-21,61.0,936
2021-04-22,78.0,860
2021-04-23,65.0,827
2021-04-24,50.0,769
2021-04-25,30.0,396
2021-04-26,43.0,785
2021-04-27,40.0,1057
2021-04-28,46.0,814
2021-04-29,28.0,784
2021-04-30,51.0,848
2021-05-01,27.0,530
2021-05-02,20.0,389
2021-05-03,40.0,681
2021-05-04,35.0,866
2021-05-05,36.0,720
2021-05-06,22.0,648
2021-05-07,13.0,648
2021-05-08,26.0,568
2021-05-09,6.0,267
2021-05-10,27.0,476
2021-05-11,16.0,624
2021-05-12,13.0,548
2021-05-13,13.0,484
2021-05-14,19.0,515
2021-05-15,6.0,422
2021-05-16,6.0,184
2021-05-17,11.0,388
2021-05-18,10.0,501
2021-05-19,11.0,386
2021-05-20,12.0,359
2021-05-21,14.0,332
2021-05-22,7.0,315
2021-05-23,5.0,140
2021-05-24,16.0,254
2021-05-25,13.0,333
2021-05-26,7.0,242
2021-05-27,8.0,258
2021-05-28,4.0,219
2021-05-29,6.0,195
2021-05-30,2.0,111
2021-05-31,7.0,169
2021-06-01,8.0,207
2021-06-02,2.0,100
2021-06-03,2.0,130
2021-06-04,4.0,237
2021-06-05,8.0,159
2021-06-06,2.0,65
2021-06-07,9.0,112
2021-06-08,3.0,150
2021-06-09,5.0,144
2021-06-10,3.0,152
2021-06-11,3.0,129
2021-06-12,1.0,87
2021-06-13,2.0,44
2021-06-14,3.0,82
2021-06-15,2.0,78
2021-06-16,0.0,58
2021-06-17,2.0,59
2021-06-18,2.0,78
2021-06-19,1.0,46
2021-06-20,1.0,21
2021-06-21,4.0,45
2021-06-22,2.0,74
2021-06-23,1.0,37
2021-06-24,1.0,37
2021-06-25,4.0,40
2021-06-26,1.0,43
2021-06-27,1.0,11
2021-06-28,1.0,38
2021-06-29,0.0,37
2021-06-30,1.0,54
2021-07-01,1.0,63
2021-07-02,2.0,55
2021-07-03,4.0,57
2021-07-04,0.0,25
2021-07-05,1.0,61
2021-07-06,2.0,81
2021-07-07,2.0,87
2021-07-08,1.0,68
2021-07-09,2.0,78
2021-07-10,1.0,82
2021-07-11,2.0,53
2021-07-12,3.0,82
2021-07-13,5.0,135
2021-07-14,5.0,174
2021-07-15,0.0,192
2021-07-16,3.0,274
2021-07-17,3.0,211
2021-07-18,0.0,126
2021-07-19,7.0,302
2021-07-20,7.0,466
2021-07-21,7.0,456
2021-07-22,13.0,498
2021-07-23,8.0,485
2021-07-24,8.0,431
2021-07-25,11.0,217
2021-07-26,8.0,535
2021-07-27,8.0,748
2021-07-28,9.0,721
