,med,lo_68,hi_68,lo_95,hi_95
2020-02-20,78.5,66.57333333333334,86.42666666666666,50.3,92.84999999999998
2020-02-21,75.625,57.68,85.66000000000001,35.075,90.4625
2020-02-22,68.0,44.96,85.01333333333334,21.65,96.35000000000001
2020-02-23,66.875,44.29,82.568,16.775,88.40833333333333
2020-02-24,71.25,51.14,82.49142857142857,26.775,91.11250000000003
2020-02-25,71.5,50.93,82.656,26.675,90.77499999999999
2020-02-26,72.08333333333333,48.42,84.28999999999999,21.9125,91.39166666666665
2020-02-27,72.33333333333333,49.940000000000005,84.12444444444445,27.475,90.5125
2020-02-28,72.6875,55.870000000000005,82.87666666666667,39.225,91.5166666666667
2020-02-29,72.5,53.94666666666667,83.94,31.675,91.21666666666663
2020-03-01,70.73076923076923,50.98285714285714,83.208,27.5375,91.73125
2020-03-02,71.72727272727273,52.088,83.54133333333334,31.35,90.90000000000002
2020-03-03,71.45454545454545,53.46857142857143,83.53241379310344,34.4,92.24
2020-03-04,69.39999999999999,52.28266666666667,81.488,31.849999999999998,89.51875000000001
2020-03-05,70.15151515151516,52.198181818181816,82.36689655172414,33.4,91.46666666666668
2020-03-06,69.55172413793105,51.906666666666666,81.74428571428571,33.53,90.57727272727273
2020-03-07,69.76923076923077,51.1364705882353,82.34720000000003,31.005,90.65833333333346
2020-03-08,69.69565217391303,51.04181818181818,83.40756756756757,31.756249999999998,90.49374999999999
2020-03-09,68.69791666666667,50.56545454545454,82.72774193548388,31.079166666666666,90.78928571428577
2020-03-10,68.83870967741935,51.307272727272725,81.6048,32.108333333333334,90.03181818181812
2020-03-11,69.02777777777779,50.160000000000004,81.37302325581395,29.483333333333334,90.00769230769234
2020-03-12,68.90243902439025,50.17217391304347,81.58782608695653,29.912499999999998,89.52499999999999
2020-03-13,68.26851851851852,50.52923076923077,81.4574193548387,30.153125,90.1479166666667
2020-03-14,68.83673469387755,51.14533333333333,81.4604255319149,31.985714285714288,90.00999999999996
2020-03-15,68.5090909090909,50.29,82.07622641509433,33.45625,90.38214285714281
2020-03-16,67.0,49.72969696969697,80.8169696969697,29.17142857142857,89.03999999999999
2020-03-17,67.70689655172414,50.040000000000006,80.95234042553192,31.228571428571428,89.61666666666667
2020-03-18,67.50862068965517,49.55657142857143,80.88827586206897,31.779545454545456,89.80089285714287
2020-03-19,68.27922077922078,51.208695652173915,81.07826086956521,33.23863636363637,90.25595238095235
2020-03-20,67.79807692307692,50.777692307692305,81.90388059701492,33.29833333333333,90.13055555555556
2020-03-21,68.03571428571429,51.22232558139535,82.38755555555555,35.4525,90.40468749999997
2020-03-22,68.78205128205128,53.072,81.87135135135135,33.32083333333333,91.18088235294118
2020-03-23,67.92857142857143,51.4169696969697,81.49559322033899,31.539285714285715,90.24852941176474
2020-03-24,68.8913043478261,52.63727272727273,81.69933333333333,33.737500000000004,90.71249999999998
2020-03-25,69.88095238095238,52.99294117647059,83.50444444444445,34.295833333333334,91.55576923076922
2020-03-26,69.5,52.114285714285714,82.85306122448978,32.57142857142857,90.80952380952377
2020-03-27,69.60000000000001,51.87692307692308,83.59215686274511,32.35,91.6447368421053
2020-03-28,68.77380952380953,51.10322580645161,84.19555555555556,33.84722222222222,92.31250000000003
2020-03-29,70.23333333333333,50.19428571428571,84.07384615384615,28.65,92.25416666666668
2020-03-30,70.1904761904762,50.1392,84.16300000000001,30.39,92.36818181818182
2020-03-31,68.8,49.97846153846154,84.19906976744186,30.650000000000002,92.49230769230769
2020-04-01,69.73333333333333,49.516363636363636,85.05658536585366,29.8625,92.46785714285714
2020-04-02,69.390625,48.94,84.59846153846154,27.737500000000004,92.68035714285715
2020-04-03,71.02777777777777,50.86526315789474,85.25756097560975,29.245833333333334,92.83611111111107
2020-04-04,72.28125,49.34,86.00999999999999,26.60625,92.61944444444443
2020-04-05,72.64285714285714,50.392,85.7437037037037,27.962500000000002,92.6431818181818
2020-04-06,69.92105263157896,47.51,85.49714285714286,27.90357142857143,92.78863636363639
2020-04-07,72.88,49.824,86.77714285714285,25.8375,93.86176470588235
2020-04-08,70.84782608695653,48.86769230769231,84.68,28.95625,92.52916666666671
2020-04-09,72.36538461538461,48.66166666666666,86.36479999999999,27.117857142857144,93.68124999999999
2020-04-10,73.80555555555556,50.53142857142857,87.315,28.241666666666667,93.93958333333332
2020-04-11,73.85714285714286,50.02666666666667,87.49076923076923,27.587500000000002,94.51363636363637
2020-04-12,75.89999999999999,49.447272727272725,88.32,24.71,94.55624999999998
2020-04-13,74.6388888888889,49.335,87.1509090909091,26.2875,94.428125
2020-04-14,75.29411764705883,49.22,87.86074074074074,27.316666666666666,94.62
2020-04-15,71.0,46.96,86.96571428571428,21.3,94.95714285714286
2020-04-16,71.6,48.004444444444445,86.99733333333333,25.0875,93.90999999999998
2020-04-17,73.21428571428572,48.149090909090916,87.0257142857143,26.2,93.93333333333335
2020-04-18,75.5,49.144,88.60470588235295,24.175,95.13750000000002
2020-04-19,78.11111111111111,51.14,88.94909090909091,28.53,96.07000000000002
2020-04-20,74.57142857142857,47.0,87.63636363636363,22.625,94.46874999999997
2020-04-21,75.64285714285715,47.25333333333334,88.14727272727272,20.825,93.48333333333333
2020-04-22,76.74999999999999,47.034285714285716,88.33882352941175,20.241666666666667,95.22749999999998
2020-04-23,74.91666666666666,45.806666666666665,87.5725,26.5875,94.20624999999998
2020-04-24,74.18181818181819,49.48,87.44266666666667,21.65,95.05833333333334
2020-04-25,76.5909090909091,50.28,87.85999999999999,23.7875,94.47499999999994
2020-04-26,76.6,51.239999999999995,88.08,22.45,96.01666666666667
2020-04-27,72.93749999999999,44.67,87.19333333333331,18.858333333333334,94.80833333333321
2020-04-28,73.83333333333333,47.79,88.20444444444445,18.825,94.17499999999998
2020-04-29,73.30000000000001,48.354285714285716,88.65750000000001,27.075000000000003,94.82083333333335
2020-04-30,73.66666666666667,48.480000000000004,87.408,22.025000000000002,93.99285714285715
2020-05-01,75.08333333333333,48.68,88.63666666666666,21.775000000000002,95.24499999999998
2020-05-02,73.62499999999999,48.53333333333333,87.29999999999998,19.875,95.06249999999993
2020-05-03,74.07142857142857,45.99,87.76,13.525,95.47500000000005
2020-05-04,73.91666666666666,46.38,87.472,26.075,94.23124999999997
2020-05-05,71.5,42.93333333333334,86.46666666666665,22.0,92.83333333333331
2020-05-06,74.83333333333331,44.53,88.60615384615384,16.05,94.98999999999998
2020-05-07,74.3125,44.12,86.65999999999998,20.775000000000002,93.84499999999998
2020-05-08,71.60000000000001,44.473333333333336,86.58285714285714,18.85,92.71666666666667
2020-05-09,74.5,43.973333333333336,86.908,24.05,94.475
2020-05-10,69.83333333333334,42.800000000000004,86.7,23.875,94.12499999999997
2020-05-11,69.5,39.32,84.835,10.675,94.10833333333332
2020-05-12,72.00000000000001,39.28,86.83200000000001,20.783333333333335,92.65000000000003
2020-05-13,74.30000000000001,46.54666666666667,87.22666666666667,23.158333333333335,93.63125000000001
2020-05-14,69.33333333333334,41.7,84.65714285714286,19.75,91.75000000000001
2020-05-15,72.83333333333331,43.279999999999994,85.63428571428571,17.775,94.07499999999999
2020-05-16,72.83333333333333,46.72,87.14,7.3500000000000005,96.65
2020-05-17,76.5,38.43,89.27999999999996,3.925,94.07499999999995
2020-05-18,67.00000000000001,34.666666666666664,85.00000000000003,12.75,91.12500000000003
2020-05-19,72.00000000000001,45.4,87.53333333333335,24.5,94.75000000000003
2020-05-20,69.00000000000001,35.36,85.82000000000001,11.45,93.18333333333335
2020-05-21,67.0,40.599999999999994,87.80000000000001,3.75,93.62500000000003
2020-05-22,69.99999999999999,39.92,87.77,21.8,93.60000000000001
2020-05-23,76.25,50.24,87.19,26.6125,94.38749999999999
2020-05-24,68.25,31.64,87.24,8.075,94.92499999999998
2020-05-25,72.14285714285714,41.08,85.82000000000001,18.45,91.91000000000001
2020-05-26,69.75,35.800000000000004,87.6,10.625,94.18749999999999
2020-05-27,70.25,47.839999999999996,84.05333333333333,11.2375,92.52499999999999
2020-05-28,64.00000000000001,30.16,85.61333333333333,0.9000000000000001,96.1
2020-05-29,72.07142857142857,37.199999999999996,87.4,19.375,92.81250000000001
2020-05-30,71.0,39.24,86.84,6.95,94.52499999999999
2020-05-31,72.5,39.84,87.15999999999998,17.225,95.59166666666665
2020-06-01,68.74999999999999,32.16,86.41999999999997,10.525,93.73749999999997
2020-06-02,76.33333333333333,47.3,87.69999999999999,20.5,93.49999999999997
2020-06-03,70.5,36.64,86.71999999999997,13.075,92.96249999999999
2020-06-04,74.5,38.28,85.72,1.85,93.575
2020-06-05,70.25,36.32,85.96444444444444,17.925,94.5375
2020-06-06,75.33333333333334,40.36,85.64000000000001,24.15,91.85000000000002
2020-06-07,59.0,25.72,84.27999999999999,0.050000000000000114,91.975
2020-06-08,64.50000000000001,44.44,84.82400000000001,19.6625,91.67500000000005
2020-06-09,71.0,38.74666666666667,86.38,20.8,95.4
2020-06-10,65.49999999999999,32.04,83.65333333333334,0.7250000000000001,88.6375
2020-06-11,64.75,34.8,85.6,1.375,94.62499999999999
2020-06-12,71.50000000000001,35.52,86.48,15.65,91.78333333333335
2020-06-13,64.66666666666667,32.28,87.71999999999998,1.4500000000000002,92.54999999999998
2020-06-14,76.0,36.68,87.32,0.0,94.8
2020-06-15,66.4,32.24,82.88,11.6,91.4
2020-06-16,74.5,36.84,89.58,22.225,95.77499999999998
2020-06-17,61.0,32.64,84.86,12.45,91.51666666666667
2020-06-18,65.5,35.2,86.30000000000001,12.3125,91.84375
2020-06-19,69.99999999999999,39.1,88.26666666666667,17.375,96.25000000000003
2020-06-20,70.0,29.44,88.78,0.0,104.14999999999999
2020-06-21,67.75,33.56,83.22,26.0125,90.99166666666666
2020-06-22,70.25,34.68,83.16,14.825,95.17499999999998
2020-06-23,62.0,37.0,85.49999999999999,22.25,90.74999999999997
2020-06-24,60.000000000000014,31.78,82.22000000000001,3.65,93.35000000000002
2020-06-25,48.0,25.62,83.75999999999999,11.6,94.2
2020-06-26,50.75000000000001,27.68,84.82000000000002,18.775,91.22500000000004
2020-06-27,65.5,33.92,83.53999999999999,2.925,92.07499999999999
2020-06-28,73.5,32.64,87.36,23.725,92.275
2020-06-29,64.50000000000001,29.18,85.32000000000002,nan,90.40833333333336
2020-06-30,55.666666666666664,29.8,84.46666666666665,10.25,91.49999999999996
2020-07-01,61.0,31.0,86.49999999999999,11.25,92.37499999999999
2020-07-02,57.5,23.133333333333333,86.30000000000001,4.625,94.37500000000003
2020-07-03,71.0,38.06666666666666,85.93333333333334,12.75,94.25000000000003
2020-07-04,67.75,33.92,86.27,nan,94.075
2020-07-05,74.5,34.76,85.87,16.175,90.91250000000001
2020-07-06,68.0,34.653333333333336,86.408,18.4,92.59999999999998
2020-07-07,72.00000000000001,31.36,86.32000000000001,4.15,91.42500000000001
2020-07-08,54.875,33.72,77.85333333333332,20.475,88.7625
2020-07-09,64.0,35.04,83.96000000000001,21.1,92.90000000000002
2020-07-10,74.0,34.6,86.13333333333333,5.5,95.49999999999997
2020-07-11,67.00000000000001,36.36,86.32000000000001,8.15,91.61666666666667
2020-07-12,37.99999999999999,18.759999999999998,82.11999999999999,2.9,89.1
2020-07-13,58.875,29.44,80.85333333333334,1.475,91.525
2020-07-14,53.49999999999999,28.42,86.07999999999998,nan,91.88749999999999
2020-07-15,54.0,29.96,81.34666666666666,20.4,91.8
2020-07-16,56.49999999999999,31.2,86.19999999999999,20.375,93.62499999999999
2020-07-17,57.24999999999999,35.32,82.67999999999998,18.925,93.07499999999999
2020-07-18,63.99999999999999,38.04,87.99,24.05,94.95
2020-07-19,52.0,29.44,81.56,nan,94.14999999999999
2020-07-20,56.50000000000001,26.96,80.08000000000003,15.55,90.45000000000005
2020-07-21,59.5,30.2,80.30000000000001,0.625,93.37500000000003
2020-07-22,62.00000000000001,30.96,84.03999999999998,8.4,94.59999999999998
2020-07-23,58.5,36.8,78.8,19.5,96.24999999999999
2020-07-24,64.5,30.98,84.67999999999999,21.4,90.8
2020-07-25,58.00000000000001,23.28,81.72,4.45,93.55
2020-07-26,55.5,27.86,83.13999999999999,20.05,94.475
2020-07-27,64.33333333333333,33.0,79.99999999999999,23.25,92.74999999999997
2020-07-28,53.49999999999999,35.14666666666667,81.18666666666668,13.475,89.52500000000003
2020-07-29,62.00000000000001,36.82,80.36000000000001,13.35,92.825
2020-07-30,57.5,29.213333333333335,81.36000000000003,19.35,90.32500000000002
2020-07-31,55.5,25.173333333333332,85.48000000000003,3.8000000000000003,93.20000000000005
2020-08-01,62.25,36.35,85.80000000000001,17.625,94.37500000000003
2020-08-02,66.5,37.84,87.32,16.2,94.8
2020-08-03,61.500000000000014,28.0,83.25000000000001,9.9375,91.12500000000006
2020-08-04,56.24999999999999,25.439999999999998,81.89,10.475,90.52500000000003
2020-08-05,60.00000000000001,30.919999999999998,83.54,8.85,92.15000000000003
2020-08-06,63.5,36.8,83.19999999999999,13.375,93.62499999999999
2020-08-07,59.5,35.4,81.80000000000001,17.625,92.37500000000003
2020-08-08,57.25,26.12,81.87999999999998,nan,97.2875
2020-08-09,51.0,22.6,79.19999999999997,2.5,90.49999999999994
2020-08-10,50.499999999999986,20.546666666666667,84.17999999999999,17.1625,95.025
2020-08-11,63.5,30.28,82.71999999999998,nan,90.54999999999998
2020-08-12,63.99999999999999,31.76,84.81,19.15,92.92499999999998
2020-08-13,55.49999999999999,25.48,85.13,4.95,93.05000000000001
2020-08-14,63.5,40.8,85.20000000000002,12.0,95.00000000000001
2020-08-15,60.0,27.3,86.69999999999999,12.5,102.24999999999997
2020-08-16,57.75,25.4,81.80000000000001,5.625,93.18750000000001
2020-08-17,56.5,28.14666666666667,81.56,8.1,90.9
2020-08-18,53.75000000000001,34.480000000000004,80.84,19.575,90.42500000000003
2020-08-19,52.00000000000001,24.580000000000002,80.42000000000003,0.2875000000000001,92.42500000000004
2020-08-20,55.625,27.106666666666666,78.83999999999999,17.925,89.07499999999999
2020-08-21,45.25,20.912,75.44000000000003,9.275,89.36250000000001
2020-08-22,50.625,22.026666666666667,80.30666666666664,13.4125,92.08749999999996
2020-08-23,52.5,24.7,80.30000000000001,16.25,92.87500000000003
2020-08-24,54.99999999999999,22.28,80.47999999999999,2.9000000000000004,90.54999999999998
2020-08-25,58.25000000000001,26.4,82.60000000000007,18.5,93.75000000000006
2020-08-26,57.83333333333333,26.85333333333333,83.14666666666663,8.525,93.47499999999988
2020-08-27,56.00000000000002,27.88,81.24000000000007,20.2,90.40000000000002
2020-08-28,64.1,35.6,80.79999999999998,15.375,87.62499999999994
2020-08-29,54.875,29.560000000000002,78.88,17.675,96.1625
2020-08-30,56.0,34.12,74.75999999999998,nan,90.14999999999995
2020-08-31,56.99999999999999,34.52,76.91333333333333,4.05,88.9499999999999
2020-09-01,57.833333333333336,31.159999999999997,79.83999999999999,14.775,91.40833333333333
2020-09-02,59.0,36.31,80.43999999999998,4.1000000000000005,91.6333333333333
2020-09-03,58.92857142857144,30.820000000000004,79.78666666666666,8.475,91.52499999999996
2020-09-04,59.5,34.2,80.53333333333333,13.125,92.87499999999999
2020-09-05,58.58333333333333,34.52,76.49333333333331,20.675,88.3249999999999
2020-09-06,57.00000000000001,40.84000000000001,81.08000000000003,20.55,91.95000000000003
2020-09-07,56.833333333333336,32.832,81.46000000000002,20.025000000000002,90.48750000000004
2020-09-08,58.333333333333336,34.44,82.12000000000005,7.2,90.80000000000005
2020-09-09,60.333333333333336,36.7,84.44,17.75,92.49999999999996
2020-09-10,63.83333333333334,36.92000000000001,82.19333333333334,14.975,92.405
2020-09-11,60.300000000000004,34.120000000000005,83.44000000000001,17.725,92.13750000000002
2020-09-12,62.2,38.266666666666666,83.05,19.75,93.5
2020-09-13,54.75000000000001,28.560000000000002,76.83,0.3250000000000004,87.67499999999994
2020-09-14,60.66666666666666,35.4,80.69999999999999,9.25,91.75000000000004
2020-09-15,60.16666666666667,33.88,83.08999999999996,19.725,91.2749999999998
2020-09-16,59.8,34.08,81.70999999999997,4.65,91.08749999999996
2020-09-17,56.199999999999996,28.906666666666666,79.14,4.925,90.57500000000002
2020-09-18,62.74999999999999,34.08,82.45999999999995,9.950000000000001,92.01666666666664
2020-09-19,60.0,36.02666666666667,81.56,15.700000000000001,92.10000000000001
2020-09-20,60.37500000000001,38.86,80.45600000000002,19.175,92.45625000000001
2020-09-21,59.7,36.300000000000004,79.725,7.0625,90.87499999999996
2020-09-22,56.85714285714287,35.22666666666667,77.72000000000003,13.200000000000001,88.70000000000005
2020-09-23,59.666666666666664,33.72,82.57,20.016666666666666,91.975
2020-09-24,62.49999999999998,35.18666666666667,81.68799999999999,22.0125,91.325
2020-09-25,58.75,36.879999999999995,80.324,16.175,91.73750000000001
2020-09-26,61.12500000000001,33.74666666666667,83.04666666666667,4.425,92.7875
2020-09-27,58.3,35.14,79.14666666666668,2.3874999999999997,91.40833333333336
2020-09-28,60.099999999999994,39.72,82.31200000000001,16.475,91.76250000000006
2020-09-29,63.16666666666667,40.71,81.79,20.425,92.78750000000001
2020-09-30,63.42857142857142,36.4,82.11999999999999,19.0,91.66666666666666
2020-10-01,63.642857142857146,37.346666666666664,84.10666666666668,5.975000000000001,93.34166666666668
2020-10-02,65.4375,41.376,84.46545454545455,23.2875,93.71250000000003
2020-10-03,64.71428571428571,34.986666666666665,83.50499999999998,19.900000000000002,93.03333333333329
2020-10-04,60.3125,37.89333333333333,82.83,19.037499999999998,90.58500000000001
2020-10-05,64.94999999999999,40.339999999999996,83.81333333333329,18.575,91.85624999999989
2020-10-06,63.722222222222236,35.010000000000005,82.88444444444443,15.3625,92.42499999999993
2020-10-07,65.63636363636364,41.12,82.75076923076924,20.65,93.73333333333333
2020-10-08,61.900000000000006,37.60000000000001,83.21176470588237,14.874999999999998,92.52083333333339
2020-10-09,65.0,34.592000000000006,82.67,17.96666666666667,91.70000000000003
