data,≥80 anni,altri
2020-02-20,27,40
2020-02-21,35,60
2020-02-22,18,76
2020-02-23,25,90
2020-02-24,30,100
2020-02-25,50,156
2020-02-26,70,131
2020-02-27,68,158
2020-02-28,79,199
2020-02-29,84,177
2020-03-01,79,233
2020-03-02,126,351
2020-03-03,155,396
2020-03-04,139,505
2020-03-05,191,578
2020-03-06,182,664
2020-03-07,195,571
2020-03-08,178,572
2020-03-09,194,742
2020-03-10,213,791
2020-03-11,220,867
2020-03-12,212,919
2020-03-13,287,1066
2020-03-14,246,909
2020-03-15,234,830
2020-03-16,267,1196
2020-03-17,266,1207
2020-03-18,265,1194
2020-03-19,227,1163
2020-03-20,275,1102
2020-03-21,235,927
2020-03-22,245,803
2020-03-23,293,1018
2020-03-24,274,980
2020-03-25,260,860
2020-03-26,242,802
2020-03-27,253,831
2020-03-28,193,623
2020-03-29,187,499
2020-03-30,228,596
2020-03-31,181,589
2020-04-01,214,528
2020-04-02,177,545
2020-04-03,154,466
2020-04-04,140,318
2020-04-05,105,262
2020-04-06,141,350
2020-04-07,143,282
2020-04-08,115,345
2020-04-09,139,308
2020-04-10,138,277
2020-04-11,107,226
2020-04-12,121,179
2020-04-13,91,186
2020-04-14,125,232
2020-04-15,82,235
2020-04-16,109,214
2020-04-17,91,199
2020-04-18,80,134
2020-04-19,62,90
2020-04-20,91,150
2020-04-21,83,140
2020-04-22,81,136
2020-04-23,59,148
2020-04-24,60,132
2020-04-25,54,95
2020-04-26,47,87
2020-04-27,55,120
2020-04-28,56,118
2020-04-29,43,106
2020-04-30,56,85
2020-05-01,39,73
2020-05-02,35,54
2020-05-03,21,49
2020-05-04,41,77
2020-05-05,25,82
2020-05-06,41,75
2020-05-07,35,68
2020-05-08,34,81
2020-05-09,28,41
2020-05-10,25,43
2020-05-11,23,76
2020-05-12,21,49
2020-05-13,31,46
2020-05-14,23,51
2020-05-15,20,40
2020-05-16,15,37
2020-05-17,18,32
2020-05-18,18,30
2020-05-19,27,32
2020-05-20,19,37
2020-05-21,8,30
2020-05-22,15,22
2020-05-23,10,24
