data,tutti,maschi,femmine
0.0,0,0.0,0
1.0,0,0.0,0
2.0,0,0.0,0
3.0,0,0.0,0
4.0,0,0.0,0
5.0,0,0.0,0
6.0,0,0.0,0
7.0,0,0.0,0
8.0,0,0.0,0
9.0,0,0.0,0
10.0,0,0.0,0
11.0,0,0.0,0
12.0,0,0.0,0
13.0,0,0.0,0
14.0,0,0.0,0
15.0,0,0.0,0
16.0,0,0.0,0
17.0,0,0.0,0
18.0,0,0.0,0
19.0,0,0.0,0
20.0,0,0.0,0
21.0,0,0.0,0
22.0,0,0.0,0
23.0,0,0.0,0
24.0,0,0.0,0
25.0,0,0.0,0
26.0,0,0.0,0
27.0,0,0.0,0
28.0,0,0.0,0
29.0,0,0.0,0
30.0,0,0.0,0
31.0,0,0.0,0
32.0,0,0.0,0
33.0,0,0.0,0
34.0,0,0.0,0
35.0,0,0.0,0
36.0,1,1.0,0
37.0,0,0.0,0
38.0,0,0.0,0
39.0,0,0.0,0
40.0,1,1.0,0
41.0,0,0.0,0
42.0,0,0.0,0
43.0,1,1.0,0
44.0,2,1.0,1
45.0,0,0.0,0
46.0,1,0.0,1
47.0,1,1.0,0
48.0,1,1.0,0
49.0,0,0.0,0
50.0,2,2.0,0
51.0,4,3.0,1
52.0,1,0.0,1
53.0,3,0.0,3
54.0,1,1.0,0
55.0,4,3.0,1
56.0,11,9.0,2
57.0,10,7.0,3
58.0,10,7.0,3
59.0,13,8.0,5
60.0,10,8.0,2
61.0,8,6.0,2
62.0,14,8.0,6
63.0,10,6.0,4
64.0,15,10.0,5
65.0,21,12.0,9
66.0,15,11.0,4
67.0,22,18.0,4
68.0,26,24.0,2
69.0,23,17.0,6
70.0,16,14.0,2
71.0,26,18.0,8
72.0,42,28.0,14
73.0,39,30.0,9
74.0,47,36.0,11
75.0,39,28.0,11
76.0,31,19.0,12
77.0,43,29.0,14
78.0,38,26.0,12
79.0,48,30.0,18
80.0,56,29.0,27
81.0,64,38.0,26
82.0,61,33.0,28
83.0,75,44.0,31
84.0,59,28.0,31
85.0,49,29.0,20
86.0,54,26.0,28
87.0,74,40.0,34
88.0,56,34.0,22
89.0,73,26.0,47
90.0,58,30.0,28
91.0,51,26.0,25
92.0,35,13.0,22
93.0,44,21.0,23
94.0,41,14.0,27
95.0,25,8.0,17
96.0,17,7.0,10
97.0,8,2.0,6
98.0,10,4.0,6
99.0,4,1.0,3
100.0,6,3.0,3
101.0,4,1.0,3
102.0,1,1.0,0
103.0,2,,2
104.0,1,,1
