date,all,male,female
0,6,4.0,2
1,2,0.0,2
2,1,0.0,1
3,1,1.0,0
4,1,0.0,1
5,1,0.0,1
6,1,0.0,1
7,2,1.0,1
8,1,1.0,0
9,1,0.0,1
10,1,1.0,0
11,0,0.0,0
12,1,1.0,0
13,2,2.0,0
14,3,1.0,2
15,0,0.0,0
16,1,0.0,1
17,1,1.0,0
18,5,3.0,2
19,2,1.0,1
20,1,1.0,0
21,10,7.0,3
22,2,2.0,0
23,7,6.0,1
24,5,4.0,1
25,7,5.0,2
26,4,4.0,0
27,7,5.0,2
28,5,4.0,1
29,5,5.0,0
30,6,2.0,4
31,17,12.0,5
32,11,8.0,3
33,16,11.0,5
34,9,4.0,5
35,9,7.0,2
36,13,7.0,6
37,21,12.0,9
38,20,12.0,8
39,27,20.0,7
40,28,21.0,7
41,31,24.0,7
42,32,24.0,8
43,30,25.0,5
44,40,28.0,12
45,46,33.0,13
46,59,46.0,13
47,53,41.0,12
48,53,44.0,9
49,80,57.0,23
50,85,61.0,24
51,108,78.0,30
52,87,60.0,27
53,130,106.0,24
54,121,84.0,37
55,120,97.0,23
56,132,99.0,33
57,132,100.0,32
58,149,103.0,46
59,155,116.0,39
60,182,132.0,50
61,186,143.0,43
62,174,135.0,39
63,192,146.0,46
64,172,129.0,43
65,177,128.0,49
66,192,146.0,46
67,233,177.0,56
68,225,164.0,61
69,223,145.0,78
70,209,161.0,48
71,251,175.0,76
72,273,199.0,74
73,253,171.0,82
74,269,187.0,82
75,247,184.0,63
76,240,165.0,75
77,218,148.0,70
78,192,128.0,64
79,180,129.0,51
80,137,99.0,38
81,118,84.0,34
82,119,81.0,38
83,118,77.0,41
84,76,51.0,25
85,45,25.0,20
86,52,29.0,23
87,30,14.0,16
88,26,18.0,8
89,17,7.0,10
90,14,6.0,8
91,11,4.0,7
92,10,6.0,4
93,6,4.0,2
94,6,1.0,5
95,5,3.0,2
96,1,1.0,0
97,1,1.0,0
98,1,,1
