date,healthcare_workers,others
2020-02-23,1.0,1
2020-02-24,0.0,0
2020-02-25,0.0,0
2020-02-26,0.0,2
2020-02-27,0.0,4
2020-02-28,0.0,1
2020-02-29,0.0,3
2020-03-01,0.0,3
2020-03-02,0.0,3
2020-03-03,0.0,4
2020-03-04,0.0,7
2020-03-05,0.0,15
2020-03-06,0.0,12
2020-03-07,4.0,5
2020-03-08,1.0,5
2020-03-09,2.0,8
2020-03-10,0.0,9
2020-03-11,0.0,6
2020-03-12,1.0,10
2020-03-13,1.0,28
2020-03-14,0.0,16
2020-03-15,1.0,15
2020-03-16,1.0,25
2020-03-17,1.0,21
2020-03-18,1.0,22
2020-03-19,0.0,27
2020-03-20,0.0,23
2020-03-21,1.0,29
2020-03-22,1.0,37
2020-03-23,1.0,61
2020-03-24,2.0,63
2020-03-25,3.0,63
2020-03-26,10.0,53
2020-03-27,5.0,54
2020-03-28,1.0,24
2020-03-29,1.0,27
2020-03-30,8.0,37
2020-03-31,3.0,53
2020-04-01,9.0,55
2020-04-02,12.0,43
2020-04-03,6.0,37
2020-04-04,2.0,35
2020-04-05,4.0,16
2020-04-06,5.0,56
2020-04-07,9.0,86
2020-04-08,15.0,98
2020-04-09,23.0,108
2020-04-10,11.0,76
2020-04-11,7.0,47
2020-04-12,3.0,25
2020-04-13,3.0,28
2020-04-14,16.0,77
2020-04-15,5.0,67
2020-04-16,9.0,71
2020-04-17,13.0,101
2020-04-18,6.0,70
2020-04-19,7.0,78
2020-04-20,9.0,106
2020-04-21,12.0,92
2020-04-22,11.0,99
2020-04-23,16.0,84
2020-04-24,7.0,112
2020-04-25,6.0,65
2020-04-26,3.0,64
2020-04-27,17.0,85
2020-04-28,11.0,74
2020-04-29,7.0,86
2020-04-30,8.0,69
2020-05-01,4.0,53
2020-05-02,9.0,43
2020-05-03,3.0,38
2020-05-04,8.0,62
2020-05-05,11.0,50
2020-05-06,4.0,69
2020-05-07,8.0,68
2020-05-08,4.0,69
2020-05-09,3.0,47
2020-05-10,5.0,41
2020-05-11,9.0,68
2020-05-12,7.0,45
2020-05-13,7.0,52
2020-05-14,9.0,57
2020-05-15,5.0,68
2020-05-16,1.0,36
2020-05-17,2.0,34
2020-05-18,10.0,54
2020-05-19,4.0,43
2020-05-20,3.0,40
2020-05-21,3.0,33
2020-05-22,11.0,48
2020-05-23,1.0,28
2020-05-24,6.0,27
2020-05-25,5.0,53
2020-05-26,2.0,39
2020-05-27,2.0,48
2020-05-28,5.0,20
2020-05-29,2.0,41
2020-05-30,7.0,30
2020-05-31,0.0,23
2020-06-01,7.0,54
2020-06-02,0.0,23
2020-06-03,7.0,37
2020-06-04,0.0,34
2020-06-05,5.0,39
2020-06-06,0.0,14
2020-06-07,0.0,11
2020-06-08,10.0,45
2020-06-09,0.0,36
2020-06-10,1.0,29
2020-06-11,1.0,30
2020-06-12,4.0,37
2020-06-13,0.0,17
2020-06-14,0.0,19
2020-06-15,0.0,32
2020-06-16,0.0,25
2020-06-17,13.0,42
2020-06-18,1.0,34
2020-06-19,7.0,46
2020-06-20,0.0,9
2020-06-21,0.0,20
2020-06-22,0.0,58
2020-06-23,1.0,33
2020-06-24,2.0,44
2020-06-25,2.0,16
2020-06-26,3.0,39
2020-06-27,0.0,11
2020-06-28,0.0,6
2020-06-29,4.0,46
2020-06-30,3.0,28
2020-07-01,0.0,31
2020-07-02,0.0,23
2020-07-03,0.0,33
2020-07-04,1.0,4
2020-07-05,0.0,7
2020-07-06,0.0,36
2020-07-07,0.0,33
2020-07-08,1.0,26
2020-07-09,1.0,32
2020-07-10,0.0,30
2020-07-11,1.0,10
2020-07-12,0.0,16
