date,healthcare_workers,others
2020-03-04,5.0,2
2020-03-05,0.0,5
2020-03-06,1.0,8
2020-03-07,5.0,16
2020-03-08,4.0,30
2020-03-09,1.0,15
2020-03-10,26.0,17
2020-03-11,21.0,32
2020-03-12,8.0,22
2020-03-13,22.0,49
2020-03-14,8.0,37
2020-03-15,8.0,33
2020-03-16,11.0,29
2020-03-17,27.0,62
2020-03-18,14.0,49
2020-03-19,28.0,51
2020-03-20,7.0,41
2020-03-21,15.0,41
2020-03-22,6.0,30
2020-03-23,31.0,49
2020-03-24,22.0,58
2020-03-25,16.0,55
2020-03-26,25.0,46
2020-03-27,37.0,71
2020-03-28,8.0,46
2020-03-29,11.0,20
2020-03-30,16.0,33
2020-03-31,18.0,34
2020-04-01,14.0,44
2020-04-02,17.0,86
2020-04-03,13.0,30
2020-04-04,12.0,33
2020-04-05,10.0,16
2020-04-06,21.0,59
2020-04-07,8.0,29
2020-04-08,9.0,25
2020-04-09,12.0,31
2020-04-10,11.0,53
2020-04-11,4.0,20
2020-04-12,8.0,15
2020-04-13,8.0,38
2020-04-14,13.0,45
2020-04-15,17.0,25
2020-04-16,10.0,21
2020-04-17,23.0,16
2020-04-18,5.0,30
2020-04-19,5.0,17
2020-04-20,14.0,18
2020-04-21,4.0,8
2020-04-22,5.0,15
2020-04-23,5.0,11
2020-04-24,7.0,17
2020-04-25,0.0,10
2020-04-26,0.0,8
2020-04-27,3.0,11
2020-04-28,3.0,6
2020-04-29,2.0,9
2020-04-30,14.0,5
2020-05-01,0.0,2
2020-05-02,1.0,4
2020-05-03,1.0,1
2020-05-04,2.0,3
2020-05-05,5.0,9
2020-05-06,2.0,3
2020-05-07,2.0,8
2020-05-08,3.0,11
2020-05-09,2.0,5
2020-05-10,0.0,1
2020-05-11,4.0,7
2020-05-12,2.0,5
2020-05-13,1.0,5
2020-05-14,6.0,0
2020-05-15,5.0,5
2020-05-16,2.0,2
2020-05-17,1.0,1
2020-05-18,2.0,3
2020-05-19,2.0,4
2020-05-20,4.0,3
2020-05-21,1.0,3
2020-05-22,3.0,2
2020-05-23,1.0,0
2020-05-24,0.0,0
2020-05-25,7.0,6
2020-05-26,0.0,5
2020-05-27,1.0,4
2020-05-28,1.0,1
2020-05-29,1.0,1
2020-05-30,0.0,1
2020-05-31,0.0,1
2020-06-01,0.0,3
2020-06-02,0.0,0
2020-06-03,1.0,2
2020-06-04,1.0,2
