date,healthcare_workers,others
2020-01-29,1.0,13
2020-01-30,1.0,21
2020-01-31,2.0,22
2020-02-01,5.0,35
2020-02-02,3.0,31
2020-02-03,2.0,19
2020-02-04,2.0,18
2020-02-05,1.0,25
2020-02-06,2.0,18
2020-02-07,3.0,13
2020-02-08,0.0,16
2020-02-09,0.0,15
2020-02-10,2.0,48
2020-02-11,3.0,19
2020-02-12,1.0,46
2020-02-13,2.0,39
2020-02-14,5.0,56
2020-02-15,10.0,127
2020-02-16,1.0,73
2020-02-17,8.0,124
2020-02-18,9.0,139
2020-02-19,11.0,116
2020-02-20,20.0,339
2020-02-21,32.0,258
2020-02-22,36.0,318
2020-02-23,33.0,412
2020-02-24,68.0,517
2020-02-25,53.0,675
2020-02-26,43.0,608
2020-02-27,83.0,674
2020-02-28,83.0,969
2020-02-29,82.0,849
2020-03-01,155.0,1940
2020-03-02,162.0,1478
2020-03-03,153.0,1695
2020-03-04,187.0,1394
2020-03-05,233.0,1904
2020-03-06,294.0,2063
2020-03-07,300.0,2206
2020-03-08,380.0,2592
2020-03-09,539.0,2932
2020-03-10,571.0,4202
2020-03-11,493.0,2750
2020-03-12,560.0,3091
2020-03-13,658.0,3454
2020-03-14,497.0,3045
2020-03-15,629.0,3894
2020-03-16,662.0,3466
2020-03-17,502.0,2983
2020-03-18,538.0,3064
2020-03-19,497.0,2691
2020-03-20,632.0,4080
2020-03-21,393.0,2441
2020-03-22,483.0,2385
2020-03-23,548.0,2779
2020-03-24,467.0,2153
2020-03-25,481.0,2347
2020-03-26,386.0,2022
2020-03-27,403.0,2188
2020-03-28,397.0,1932
2020-03-29,346.0,1495
2020-03-30,499.0,2260
2020-03-31,362.0,1591
2020-04-01,447.0,2579
2020-04-02,339.0,1604
2020-04-03,390.0,1619
2020-04-04,265.0,1417
2020-04-05,247.0,1251
2020-04-06,326.0,1399
2020-04-07,270.0,1321
2020-04-08,276.0,1342
2020-04-09,231.0,1269
2020-04-10,287.0,1687
2020-04-11,206.0,968
2020-04-12,208.0,1091
2020-04-13,202.0,988
2020-04-14,216.0,1192
2020-04-15,214.0,1386
2020-04-16,230.0,1055
2020-04-17,202.0,1055
2020-04-18,151.0,882
2020-04-19,114.0,700
2020-04-20,233.0,1275
2020-04-21,142.0,795
2020-04-22,151.0,810
2020-04-23,165.0,729
2020-04-24,136.0,645
2020-04-25,102.0,575
2020-04-26,78.0,483
2020-04-27,114.0,755
2020-04-28,90.0,525
2020-04-29,90.0,494
2020-04-30,85.0,455
2020-05-01,66.0,461
2020-05-02,56.0,327
2020-05-03,47.0,250
2020-05-04,62.0,356
2020-05-05,47.0,403
2020-05-06,49.0,317
2020-05-07,53.0,297
2020-05-08,39.0,352
2020-05-09,30.0,183
2020-05-10,30.0,220
2020-05-11,35.0,277
2020-05-12,33.0,276
2020-05-13,34.0,236
2020-05-14,38.0,196
2020-05-15,32.0,245
2020-05-16,19.0,161
2020-05-17,19.0,130
2020-05-18,24.0,215
2020-05-19,21.0,180
2020-05-20,23.0,193
2020-05-21,13.0,149
2020-05-22,9.0,134
2020-05-23,9.0,101
2020-05-24,6.0,79
2020-05-25,14.0,167
2020-05-26,7.0,134
2020-05-27,13.0,143
2020-05-28,3.0,117
2020-05-29,2.0,105
2020-05-30,3.0,88
2020-05-31,1.0,56
2020-06-01,9.0,120
2020-06-02,3.0,50
2020-06-03,4.0,106
2020-06-04,5.0,81
2020-06-05,8.0,103
2020-06-06,8.0,63
2020-06-07,7.0,53
2020-06-08,6.0,102
2020-06-09,6.0,86
2020-06-10,5.0,83
2020-06-11,4.0,76
2020-06-12,2.0,98
2020-06-13,3.0,57
2020-06-14,5.0,65
2020-06-15,2.0,94
2020-06-16,7.0,82
2020-06-17,5.0,69
2020-06-18,5.0,72
2020-06-19,6.0,60
2020-06-20,2.0,58
2020-06-21,4.0,50
2020-06-22,1.0,74
2020-06-23,2.0,64
2020-06-24,3.0,86
2020-06-25,0.0,70
2020-06-26,2.0,84
2020-06-27,3.0,54
2020-06-28,2.0,48
2020-06-29,1.0,84
2020-06-30,0.0,63
2020-07-01,2.0,97
2020-07-02,4.0,68
2020-07-03,2.0,62
2020-07-04,2.0,61
2020-07-05,3.0,54
2020-07-06,2.0,85
2020-07-07,1.0,91
2020-07-08,1.0,95
2020-07-09,0.0,79
2020-07-10,3.0,97
2020-07-11,2.0,76
2020-07-12,2.0,64
2020-07-13,1.0,94
2020-07-14,2.0,96
2020-07-15,5.0,86
2020-07-16,3.0,78
2020-07-17,2.0,95
2020-07-18,3.0,79
2020-07-19,2.0,79
2020-07-20,4.0,120
2020-07-21,5.0,106
2020-07-22,4.0,105
2020-07-23,6.0,111
2020-07-24,5.0,92
2020-07-25,6.0,112
2020-07-26,2.0,94
2020-07-27,3.0,116
2020-07-28,4.0,123
2020-07-29,4.0,118
2020-07-30,3.0,105
2020-07-31,6.0,106
2020-08-01,5.0,143
2020-08-02,6.0,107
2020-08-03,4.0,189
2020-08-04,4.0,171
2020-08-05,7.0,182
2020-08-06,4.0,179
2020-08-07,4.0,178
2020-08-08,5.0,218
2020-08-09,6.0,180
2020-08-10,9.0,245
2020-08-11,10.0,223
2020-08-12,6.0,233
2020-08-13,5.0,260
2020-08-14,4.0,253
2020-08-15,10.0,306
2020-08-16,8.0,308
2020-08-17,14.0,494
2020-08-18,13.0,534
2020-08-19,17.0,491
2020-08-20,13.0,495
2020-08-21,17.0,533
2020-08-22,15.0,497
2020-08-23,12.0,512
2020-08-24,14.0,590
2020-08-25,21.0,537
2020-08-26,16.0,516
2020-08-27,11.0,477
2020-08-28,15.0,464
2020-08-29,9.0,369
2020-08-30,11.0,371
2020-08-31,16.0,460
2020-09-01,21.0,586
2020-09-02,22.0,497
2020-09-03,19.0,463
2020-09-04,15.0,530
2020-09-05,22.0,424
2020-09-06,15.0,431
2020-09-07,22.0,664
2020-09-08,30.0,527
2020-09-09,15.0,567
2020-09-10,24.0,593
2020-09-11,26.0,511
2020-09-12,19.0,530
2020-09-13,15.0,495
2020-09-14,34.0,697
2020-09-15,25.0,719
2020-09-16,20.0,654
2020-09-17,29.0,669
