date,healthcare_workers,others
2020-01-31,1.0,4
2020-02-01,0.0,0
2020-02-02,0.0,1
2020-02-03,0.0,2
2020-02-04,0.0,0
2020-02-05,0.0,0
2020-02-06,0.0,1
2020-02-07,0.0,2
2020-02-08,0.0,0
2020-02-09,0.0,0
2020-02-10,0.0,0
2020-02-11,0.0,0
2020-02-12,0.0,0
2020-02-13,0.0,1
2020-02-14,0.0,1
2020-02-15,1.0,2
2020-02-16,0.0,0
2020-02-17,0.0,1
2020-02-18,0.0,2
2020-02-19,0.0,2
2020-02-20,0.0,8
2020-02-21,0.0,2
2020-02-22,0.0,5
2020-02-23,0.0,11
2020-02-24,3.0,12
2020-02-25,1.0,8
2020-02-26,0.0,20
2020-02-27,2.0,15
2020-02-28,0.0,15
2020-02-29,0.0,10
2020-03-01,3.0,38
2020-03-02,3.0,27
2020-03-03,1.0,27
2020-03-04,1.0,25
2020-03-05,4.0,29
2020-03-06,2.0,34
2020-03-07,3.0,29
2020-03-08,7.0,55
2020-03-09,10.0,58
2020-03-10,8.0,70
2020-03-11,12.0,57
2020-03-12,8.0,60
2020-03-13,15.0,69
2020-03-14,8.0,63
2020-03-15,16.0,100
2020-03-16,15.0,105
2020-03-17,15.0,57
2020-03-18,15.0,76
2020-03-19,18.0,69
2020-03-20,21.0,111
2020-03-21,10.0,67
2020-03-22,19.0,65
2020-03-23,26.0,109
2020-03-24,28.0,80
2020-03-25,21.0,50
2020-03-26,15.0,69
2020-03-27,19.0,88
2020-03-28,21.0,86
2020-03-29,15.0,60
2020-03-30,41.0,96
2020-03-31,8.0,64
2020-04-01,37.0,136
2020-04-02,21.0,97
2020-04-03,29.0,112
2020-04-04,21.0,106
2020-04-05,29.0,70
2020-04-06,40.0,117
2020-04-07,30.0,116
2020-04-08,41.0,115
2020-04-09,22.0,95
2020-04-10,42.0,133
2020-04-11,21.0,68
2020-04-12,28.0,135
2020-04-13,39.0,125
2020-04-14,33.0,136
2020-04-15,34.0,252
2020-04-16,83.0,233
2020-04-17,46.0,182
2020-04-18,41.0,156
2020-04-19,37.0,135
2020-04-20,59.0,257
2020-04-21,42.0,230
2020-04-22,39.0,142
2020-04-23,47.0,129
2020-04-24,35.0,125
2020-04-25,27.0,108
2020-04-26,20.0,137
2020-04-27,20.0,156
2020-04-28,15.0,100
2020-04-29,24.0,122
2020-04-30,11.0,82
2020-05-01,12.0,66
2020-05-02,7.0,52
2020-05-03,9.0,38
2020-05-04,14.0,51
2020-05-05,6.0,64
2020-05-06,14.0,50
2020-05-07,10.0,39
2020-05-08,6.0,56
2020-05-09,8.0,26
2020-05-10,10.0,33
2020-05-11,10.0,35
2020-05-12,4.0,49
2020-05-13,8.0,38
2020-05-14,9.0,32
2020-05-15,4.0,29
2020-05-16,3.0,21
2020-05-17,2.0,13
2020-05-18,4.0,35
2020-05-19,3.0,21
