date,healthcare_workers,others
2020-02-11,1.0,0.0
2020-02-12,0.0,0.0
2020-02-13,0.0,0.0
2020-02-14,0.0,0.0
2020-02-15,0.0,1.0
2020-02-16,0.0,1.0
2020-02-17,0.0,0.0
2020-02-18,0.0,0.0
2020-02-19,0.0,0.0
2020-02-20,0.0,0.0
2020-02-21,0.0,1.0
2020-02-22,0.0,0.0
2020-02-23,0.0,3.0
2020-02-24,0.0,2.0
2020-02-25,1.0,6.0
2020-02-26,0.0,1.0
2020-02-27,0.0,5.0
2020-02-28,0.0,3.0
2020-02-29,2.0,5.0
2020-03-01,1.0,11.0
2020-03-02,5.0,15.0
2020-03-03,1.0,16.0
2020-03-04,9.0,12.0
2020-03-05,1.0,31.0
2020-03-06,7.0,30.0
2020-03-07,11.0,35.0
2020-03-08,12.0,29.0
2020-03-09,13.0,45.0
2020-03-10,11.0,66.0
2020-03-11,10.0,61.0
2020-03-12,18.0,73.0
2020-03-13,17.0,53.0
2020-03-14,12.0,56.0
2020-03-15,20.0,58.0
2020-03-16,17.0,76.0
2020-03-17,14.0,61.0
2020-03-18,21.0,63.0
2020-03-19,15.0,64.0
2020-03-20,19.0,74.0
2020-03-21,18.0,53.0
2020-03-22,14.0,55.0
2020-03-23,24.0,72.0
2020-03-24,17.0,45.0
2020-03-25,18.0,38.0
2020-03-26,10.0,45.0
2020-03-27,10.0,48.0
2020-03-28,17.0,45.0
2020-03-29,23.0,54.0
2020-03-30,17.0,42.0
2020-03-31,13.0,56.0
2020-04-01,8.0,56.0
2020-04-02,13.0,31.0
2020-04-03,11.0,31.0
2020-04-04,7.0,41.0
2020-04-05,8.0,29.0
2020-04-06,10.0,43.0
2020-04-07,6.0,34.0
2020-04-08,6.0,42.0
2020-04-09,6.0,41.0
2020-04-10,10.0,41.0
2020-04-11,4.0,28.0
2020-04-12,7.0,26.0
2020-04-13,4.0,14.0
2020-04-14,8.0,29.0
2020-04-15,3.0,26.0
2020-04-16,4.0,24.0
2020-04-17,7.0,42.0
2020-04-18,3.0,30.0
2020-04-19,3.0,22.0
2020-04-20,10.0,31.0
2020-04-21,6.0,24.0
2020-04-22,3.0,14.0
2020-04-23,8.0,20.0
