date,healthcare_workers,others
2020-02-22,1,1
2020-02-23,0,0
2020-02-24,2,2
2020-02-25,0,7
2020-02-26,0,4
2020-02-27,0,6
2020-02-28,0,2
2020-02-29,1,5
2020-03-01,1,2
2020-03-02,0,3
2020-03-03,0,9
2020-03-04,1,9
2020-03-05,2,13
2020-03-06,2,5
2020-03-07,1,12
2020-03-08,4,17
2020-03-09,6,14
2020-03-10,7,21
2020-03-11,6,13
2020-03-12,5,16
2020-03-13,7,24
2020-03-14,3,24
2020-03-15,8,42
2020-03-16,5,22
2020-03-17,12,31
2020-03-18,5,30
2020-03-19,7,37
2020-03-20,9,33
2020-03-21,2,26
2020-03-22,9,33
2020-03-23,8,26
2020-03-24,6,26
2020-03-25,9,17
2020-03-26,4,40
2020-03-27,8,24
2020-03-28,7,20
2020-03-29,6,21
2020-03-30,11,16
2020-03-31,8,12
2020-04-01,11,20
2020-04-02,5,10
2020-04-03,4,13
2020-04-04,1,11
2020-04-05,5,10
2020-04-06,3,13
2020-04-07,3,12
2020-04-08,8,13
2020-04-09,3,8
2020-04-10,8,5
2020-04-11,7,7
2020-04-12,8,9
2020-04-13,0,6
2020-04-14,4,7
2020-04-15,3,5
2020-04-16,3,5
2020-04-17,0,7
2020-04-18,0,9
2020-04-19,1,7
2020-04-20,1,6
2020-04-21,3,2
2020-04-22,0,7
2020-04-23,1,2
2020-04-24,0,3
2020-04-25,0,1
2020-04-26,0,5
2020-04-27,0,7
2020-04-28,0,2
2020-04-29,0,1
2020-04-30,0,2
2020-05-01,0,1
2020-05-02,0,0
2020-05-03,1,2
2020-05-04,1,3
2020-05-05,0,3
2020-05-06,0,3
2020-05-07,0,4
2020-05-08,1,2
2020-05-09,0,3
2020-05-10,0,0
2020-05-11,0,2
2020-05-12,0,0
2020-05-13,0,1
2020-05-14,1,2
2020-05-15,0,1
2020-05-16,0,0
2020-05-17,1,0
2020-05-18,0,0
2020-05-19,0,0
2020-05-20,0,0
2020-05-21,0,1
2020-05-22,1,0
2020-05-23,0,0
2020-05-24,0,1
2020-05-25,1,1
2020-05-26,0,0
2020-05-27,0,0
2020-05-28,0,0
2020-05-29,0,0
2020-05-30,0,0
2020-05-31,0,0
2020-06-01,0,0
2020-06-02,0,0
2020-06-03,0,0
2020-06-04,0,0
2020-06-05,0,0
2020-06-06,0,0
2020-06-07,1,0
2020-06-08,0,0
2020-06-09,0,1
2020-06-10,0,0
2020-06-11,0,1
2020-06-12,0,0
2020-06-13,0,0
2020-06-14,0,1
2020-06-15,0,0
2020-06-16,0,0
2020-06-17,0,0
2020-06-18,0,0
2020-06-19,0,1
2020-06-20,0,0
2020-06-21,1,1
2020-06-22,0,0
2020-06-23,0,0
2020-06-24,0,0
2020-06-25,0,0
2020-06-26,0,1
2020-06-27,0,4
2020-06-28,0,0
2020-06-29,0,0
2020-06-30,0,1
2020-07-01,1,0
2020-07-02,0,2
2020-07-03,0,1
2020-07-04,0,1
2020-07-05,0,2
2020-07-06,0,0
2020-07-07,0,0
2020-07-08,0,2
2020-07-09,0,1
2020-07-10,0,2
2020-07-11,0,2
2020-07-12,0,4
2020-07-13,0,3
