date,healthcare_workers,others
2020-03-02,1.0,1
2020-03-03,0.0,3
2020-03-04,0.0,1
2020-03-05,0.0,1
2020-03-06,1.0,5
2020-03-07,2.0,8
2020-03-08,1.0,10
2020-03-09,0.0,10
2020-03-10,6.0,19
2020-03-11,7.0,25
2020-03-12,11.0,24
2020-03-13,26.0,28
2020-03-14,17.0,32
2020-03-15,23.0,25
2020-03-16,35.0,47
2020-03-17,29.0,52
2020-03-18,30.0,60
2020-03-19,19.0,58
2020-03-20,20.0,118
2020-03-21,13.0,63
2020-03-22,7.0,40
2020-03-23,13.0,59
2020-03-24,18.0,74
2020-03-25,24.0,67
2020-03-26,46.0,82
2020-03-27,26.0,77
2020-03-28,36.0,55
2020-03-29,22.0,27
2020-03-30,51.0,109
2020-03-31,66.0,67
2020-04-01,33.0,62
2020-04-02,32.0,97
2020-04-03,33.0,77
2020-04-04,16.0,38
2020-04-05,13.0,22
2020-04-06,21.0,95
2020-04-07,49.0,68
2020-04-08,26.0,59
2020-04-09,25.0,87
2020-04-10,15.0,44
2020-04-11,7.0,60
2020-04-12,1.0,12
2020-04-13,8.0,50
2020-04-14,15.0,47
2020-04-15,17.0,61
2020-04-16,11.0,35
2020-04-17,14.0,37
2020-04-18,0.0,6
2020-04-19,1.0,5
2020-04-20,7.0,31
2020-04-21,5.0,40
2020-04-22,9.0,31
2020-04-23,7.0,39
2020-04-24,8.0,36
2020-04-25,9.0,32
2020-04-26,3.0,24
2020-04-27,6.0,32
2020-04-28,4.0,20
2020-04-29,6.0,9
2020-04-30,8.0,24
2020-05-01,5.0,18
2020-05-02,1.0,20
2020-05-03,0.0,3
2020-05-04,5.0,31
2020-05-05,10.0,38
2020-05-06,3.0,22
2020-05-07,2.0,20
2020-05-08,9.0,20
2020-05-09,0.0,6
2020-05-10,1.0,7
2020-05-11,11.0,14
2020-05-12,9.0,7
2020-05-13,5.0,9
2020-05-14,4.0,7
2020-05-15,7.0,9
2020-05-16,0.0,8
2020-05-17,1.0,1
2020-05-18,5.0,4
2020-05-19,1.0,10
2020-05-20,1.0,12
2020-05-21,1.0,5
2020-05-22,3.0,7
2020-05-23,0.0,2
2020-05-24,0.0,1
2020-05-25,9.0,5
2020-05-26,1.0,4
2020-05-27,0.0,0
2020-05-28,0.0,3
2020-05-29,0.0,2
2020-05-30,0.0,1
2020-05-31,0.0,1
2020-06-01,0.0,1
2020-06-02,0.0,0
2020-06-03,1.0,2
2020-06-04,2.0,3
2020-06-05,1.0,2
2020-06-06,0.0,1
2020-06-07,0.0,1
2020-06-08,1.0,0
2020-06-09,0.0,5
2020-06-10,2.0,2
2020-06-11,0.0,1
2020-06-12,0.0,1
2020-06-13,0.0,0
2020-06-14,0.0,1
2020-06-15,0.0,1
2020-06-16,0.0,3
2020-06-17,1.0,4
2020-06-18,1.0,4
2020-06-19,1.0,3
2020-06-20,0.0,13
2020-06-21,0.0,1
2020-06-22,0.0,1
2020-06-23,0.0,0
2020-06-24,1.0,0
2020-06-25,0.0,0
2020-06-26,0.0,3
2020-06-27,0.0,2
2020-06-28,0.0,0
2020-06-29,0.0,3
2020-06-30,0.0,1
2020-07-01,0.0,4
2020-07-02,0.0,2
2020-07-03,0.0,1
2020-07-04,0.0,0
2020-07-05,0.0,0
2020-07-06,0.0,4
2020-07-07,1.0,2
2020-07-08,0.0,6
2020-07-09,0.0,3
2020-07-10,0.0,3
2020-07-11,0.0,3
2020-07-12,0.0,6
2020-07-13,0.0,3
2020-07-14,0.0,1
2020-07-15,0.0,3
2020-07-16,0.0,2
2020-07-17,0.0,1
2020-07-18,0.0,1
2020-07-19,0.0,1
2020-07-20,0.0,5
2020-07-21,0.0,2
2020-07-22,0.0,2
2020-07-23,0.0,10
2020-07-24,0.0,6
2020-07-25,0.0,2
2020-07-26,0.0,2
2020-07-27,1.0,8
2020-07-28,0.0,7
2020-07-29,0.0,12
2020-07-30,0.0,12
2020-07-31,0.0,9
2020-08-01,0.0,3
2020-08-02,0.0,3
2020-08-03,0.0,8
2020-08-04,1.0,10
2020-08-05,0.0,8
2020-08-06,0.0,6
2020-08-07,0.0,9
2020-08-08,0.0,2
2020-08-09,0.0,1
2020-08-10,0.0,4
2020-08-11,0.0,2
2020-08-12,0.0,6
2020-08-13,0.0,4
2020-08-14,0.0,3
2020-08-15,0.0,3
2020-08-16,0.0,0
2020-08-17,0.0,15
2020-08-18,0.0,9
2020-08-19,1.0,9
2020-08-20,1.0,19
2020-08-21,1.0,22
2020-08-22,0.0,6
2020-08-23,0.0,1
2020-08-24,0.0,15
2020-08-25,0.0,12
2020-08-26,0.0,12
2020-08-27,0.0,7
2020-08-28,1.0,12
2020-08-29,0.0,9
2020-08-30,0.0,0
2020-08-31,1.0,13
2020-09-01,0.0,12
2020-09-02,0.0,13
2020-09-03,0.0,14
2020-09-04,1.0,23
2020-09-05,2.0,13
2020-09-06,0.0,3
2020-09-07,1.0,15
2020-09-08,1.0,34
2020-09-09,1.0,17
2020-09-10,0.0,50
2020-09-11,0.0,26
2020-09-12,1.0,12
2020-09-13,0.0,2
2020-09-14,1.0,65
2020-09-15,0.0,39
2020-09-16,0.0,23
2020-09-17,4.0,29
2020-09-18,0.0,38
2020-09-19,0.0,16
2020-09-20,0.0,3
2020-09-21,0.0,37
2020-09-22,2.0,50
2020-09-23,1.0,53
2020-09-24,0.0,31
2020-09-25,1.0,32
2020-09-26,0.0,14
2020-09-27,0.0,1
2020-09-28,2.0,37
2020-09-29,2.0,33
2020-09-30,1.0,30
2020-10-01,1.0,26
2020-10-02,3.0,76
2020-10-03,0.0,17
2020-10-04,1.0,30
2020-10-05,4.0,84
2020-10-06,0.0,60
2020-10-07,6.0,93
2020-10-08,1.0,90
2020-10-09,3.0,108
2020-10-10,0.0,48
2020-10-11,0.0,10
2020-10-12,2.0,172
2020-10-13,8.0,112
2020-10-14,6.0,189
2020-10-15,5.0,134
2020-10-16,12.0,217
2020-10-17,4.0,178
2020-10-18,1.0,51
2020-10-19,13.0,282
2020-10-20,18.0,271
2020-10-21,27.0,351
2020-10-22,33.0,295
2020-10-23,35.0,399
2020-10-24,10.0,191
2020-10-25,5.0,140
2020-10-26,35.0,366
2020-10-27,26.0,430
2020-10-28,41.0,462
2020-10-29,27.0,390
2020-10-30,40.0,371
2020-10-31,35.0,454
2020-11-01,6.0,102
2020-11-02,54.0,508
2020-11-03,42.0,520
2020-11-04,35.0,444
2020-11-05,51.0,454
2020-11-06,32.0,328
2020-11-07,35.0,502
2020-11-08,7.0,119
2020-11-09,51.0,574
2020-11-10,51.0,480
2020-11-11,59.0,422
2020-11-12,45.0,470
2020-11-13,71.0,651
2020-11-14,28.0,402
2020-11-15,5.0,92
2020-11-16,62.0,448
2020-11-17,39.0,672
2020-11-18,51.0,627
2020-11-19,39.0,477
2020-11-20,39.0,371
2020-11-21,19.0,223
2020-11-22,5.0,68
2020-11-23,43.0,484
2020-11-24,39.0,223
2020-11-25,31.0,323
2020-11-26,58.0,298
2020-11-27,84.0,276
2020-11-28,16.0,185
2020-11-29,2.0,64
2020-11-30,50.0,381
2020-12-01,41.0,342
2020-12-02,35.0,232
2020-12-03,37.0,279
2020-12-04,31.0,353
2020-12-05,15.0,177
2020-12-06,5.0,43
2020-12-07,52.0,437
2020-12-08,23.0,135
2020-12-09,58.0,336
2020-12-10,39.0,264
2020-12-11,44.0,326
2020-12-12,10.0,222
2020-12-13,7.0,48
2020-12-14,41.0,355
2020-12-15,25.0,239
2020-12-16,26.0,213
2020-12-17,20.0,183
2020-12-18,25.0,244
2020-12-19,8.0,156
2020-12-20,3.0,28
2020-12-21,22.0,214
2020-12-22,14.0,225
2020-12-23,22.0,216
2020-12-24,10.0,173
2020-12-25,1.0,45
2020-12-26,20.0,239
2020-12-27,6.0,65
2020-12-28,22.0,299
2020-12-29,29.0,305
2020-12-30,28.0,498
2020-12-31,21.0,333
2021-01-01,5.0,74
2021-01-02,20.0,351
2021-01-03,17.0,75
2021-01-04,35.0,508
2021-01-05,25.0,459
2021-01-06,11.0,99
2021-01-07,33.0,597
2021-01-08,24.0,492
2021-01-09,8.0,306
2021-01-10,7.0,47
2021-01-11,26.0,421
2021-01-12,8.0,273
2021-01-13,22.0,332
2021-01-14,11.0,230
2021-01-15,12.0,284
2021-01-16,11.0,226
2021-01-17,6.0,43
2021-01-18,22.0,387
2021-01-19,12.0,332
2021-01-20,27.0,331
2021-01-21,13.0,281
2021-01-22,17.0,410
2021-01-23,11.0,293
2021-01-24,4.0,78
2021-01-25,31.0,559
2021-01-26,22.0,333
2021-01-27,16.0,329
2021-01-28,12.0,312
2021-01-29,25.0,374
2021-01-30,11.0,219
2021-01-31,4.0,94
2021-02-01,30.0,536
2021-02-02,13.0,349
2021-02-03,18.0,309
2021-02-04,12.0,358
2021-02-05,12.0,402
2021-02-06,4.0,230
2021-02-07,7.0,59
2021-02-08,19.0,500
2021-02-09,19.0,403
2021-02-10,8.0,469
2021-02-11,7.0,386
2021-02-12,10.0,575
2021-02-13,1.0,264
2021-02-14,2.0,117
2021-02-15,7.0,675
2021-02-16,3.0,436
2021-02-17,3.0,508
2021-02-18,2.0,431
2021-02-19,4.0,416
2021-02-20,1.0,307
2021-02-21,1.0,75
2021-02-22,10.0,484
2021-02-23,2.0,303
2021-02-24,3.0,347
2021-02-25,1.0,269
2021-02-26,3.0,327
2021-02-27,4.0,194
2021-02-28,0.0,40
2021-03-01,3.0,345
2021-03-02,2.0,194
2021-03-03,3.0,218
2021-03-04,0.0,201
2021-03-05,1.0,210
2021-03-06,2.0,145
2021-03-07,0.0,31
2021-03-08,0.0,227
2021-03-09,2.0,161
2021-03-10,0.0,169
2021-03-11,1.0,129
2021-03-12,0.0,171
2021-03-13,0.0,72
2021-03-14,0.0,10
2021-03-15,3.0,202
2021-03-16,0.0,128
2021-03-17,1.0,138
2021-03-18,1.0,113
2021-03-19,1.0,126
2021-03-20,1.0,59
2021-03-21,0.0,13
2021-03-22,1.0,175
2021-03-23,1.0,107
2021-03-24,1.0,132
2021-03-25,0.0,134
2021-03-26,1.0,102
2021-03-27,0.0,53
2021-03-28,1.0,20
2021-03-29,1.0,127
2021-03-30,0.0,10
2021-03-31,1.0,12
2021-04-01,2.0,11
2021-04-02,0.0,18
2021-04-03,0.0,16
2021-04-04,0.0,6
2021-04-05,0.0,8
2021-04-06,1.0,34
2021-04-07,2.0,53
2021-04-08,0.0,48
2021-04-09,0.0,44
2021-04-10,0.0,32
2021-04-11,1.0,13
2021-04-12,1.0,50
2021-04-13,3.0,46
2021-04-14,2.0,37
2021-04-15,1.0,41
2021-04-16,3.0,37
2021-04-17,1.0,16
2021-04-18,0.0,9
2021-04-19,2.0,56
2021-04-20,1.0,37
2021-04-21,0.0,32
2021-04-22,2.0,41
2021-04-23,1.0,32
2021-04-24,0.0,31
2021-04-25,0.0,3
2021-04-26,0.0,51
2021-04-27,1.0,29
2021-04-28,0.0,45
2021-04-29,0.0,25
2021-04-30,2.0,32
2021-05-01,1.0,9
2021-05-02,1.0,10
2021-05-03,2.0,40
2021-05-04,0.0,28
2021-05-05,1.0,22
2021-05-06,0.0,31
2021-05-07,0.0,34
2021-05-08,0.0,15
2021-05-09,1.0,7
2021-05-10,3.0,38
2021-05-11,0.0,21
2021-05-12,1.0,27
2021-05-13,2.0,28
2021-05-14,0.0,41
2021-05-15,0.0,18
2021-05-16,0.0,7
2021-05-17,0.0,37
2021-05-18,0.0,19
2021-05-19,1.0,22
2021-05-20,0.0,14
2021-05-21,1.0,33
2021-05-22,0.0,16
2021-05-23,1.0,3
2021-05-24,0.0,17
2021-05-25,1.0,20
2021-05-26,1.0,21
2021-05-27,0.0,16
2021-05-28,0.0,16
2021-05-29,0.0,13
2021-05-30,0.0,0
2021-05-31,0.0,19
2021-06-01,0.0,12
2021-06-02,0.0,1
2021-06-03,0.0,8
2021-06-04,0.0,22
2021-06-05,0.0,5
2021-06-06,0.0,4
2021-06-07,0.0,14
2021-06-08,0.0,4
2021-06-09,0.0,11
2021-06-10,0.0,7
2021-06-11,0.0,8
2021-06-12,0.0,2
2021-06-13,0.0,2
2021-06-14,0.0,4
2021-06-15,0.0,4
2021-06-16,1.0,6
2021-06-17,0.0,3
2021-06-18,0.0,2
2021-06-19,0.0,0
2021-06-20,0.0,0
2021-06-21,0.0,5
2021-06-22,0.0,7
2021-06-23,0.0,2
2021-06-24,1.0,2
2021-06-25,0.0,5
2021-06-26,0.0,0
2021-06-27,0.0,3
2021-06-28,0.0,7
2021-06-29,1.0,4
2021-06-30,0.0,5
2021-07-01,0.0,2
2021-07-02,0.0,6
2021-07-03,0.0,4
2021-07-04,0.0,1
2021-07-05,0.0,1
2021-07-06,0.0,3
2021-07-07,0.0,0
2021-07-08,0.0,5
2021-07-09,0.0,7
2021-07-10,1.0,3
2021-07-11,0.0,2
2021-07-12,0.0,8
2021-07-13,0.0,9
2021-07-14,0.0,9
2021-07-15,0.0,17
2021-07-16,1.0,19
2021-07-17,0.0,6
2021-07-18,0.0,4
2021-07-19,1.0,17
2021-07-20,1.0,21
2021-07-21,0.0,21
2021-07-22,0.0,15
2021-07-23,1.0,19
2021-07-24,0.0,19
2021-07-25,1.0,7
2021-07-26,2.0,25
2021-07-27,0.0,19
2021-07-28,0.0,28
2021-07-29,0.0,22
2021-07-30,2.0,18
2021-07-31,1.0,14
2021-08-01,0.0,4
2021-08-02,0.0,14
2021-08-03,1.0,20
2021-08-04,1.0,5
2021-08-05,1.0,11
2021-08-06,0.0,18
2021-08-07,0.0,13
2021-08-08,0.0,4
2021-08-09,1.0,14
2021-08-10,0.0,13
2021-08-11,0.0,19
2021-08-12,1.0,24
2021-08-13,0.0,21
2021-08-14,0.0,16
2021-08-15,1.0,8
2021-08-16,3.0,21
2021-08-17,2.0,23
2021-08-18,1.0,18
2021-08-19,0.0,26
2021-08-20,0.0,35
2021-08-21,2.0,16
2021-08-22,1.0,15
2021-08-23,2.0,38
2021-08-24,0.0,28
2021-08-25,1.0,26
2021-08-26,1.0,19
2021-08-27,2.0,36
2021-08-28,2.0,8
2021-08-29,0.0,5
2021-08-30,1.0,21
2021-08-31,0.0,21
2021-09-01,1.0,29
2021-09-02,2.0,12
2021-09-03,0.0,31
2021-09-04,0.0,16
2021-09-05,4.0,7
2021-09-06,1.0,44
2021-09-07,6.0,45
2021-09-08,0.0,13
2021-09-09,2.0,13
2021-09-10,1.0,13
2021-09-11,1.0,14
2021-09-12,1.0,6
2021-09-13,2.0,32
2021-09-14,0.0,16
2021-09-15,1.0,22
2021-09-16,1.0,13
2021-09-17,0.0,31
2021-09-18,0.0,12
2021-09-19,1.0,9
2021-09-20,2.0,23
2021-09-21,1.0,17
2021-09-22,0.0,25
2021-09-23,1.0,16
2021-09-24,2.0,20
