date,healthcare_workers,others
2020-02-21,1.0,117
2020-02-22,7.0,97
2020-02-23,7.0,137
2020-02-24,12.0,164
2020-02-25,18.0,241
2020-02-26,19.0,244
2020-02-27,18.0,289
2020-02-28,23.0,329
2020-02-29,8.0,349
2020-03-01,14.0,412
2020-03-02,37.0,587
2020-03-03,24.0,728
2020-03-04,45.0,798
2020-03-05,40.0,993
2020-03-06,62.0,1083
2020-03-07,47.0,1015
2020-03-08,40.0,1013
2020-03-09,65.0,1234
2020-03-10,83.0,1351
2020-03-11,91.0,1458
2020-03-12,88.0,1600
2020-03-13,107.0,1946
2020-03-14,100.0,1689
2020-03-15,98.0,1602
2020-03-16,154.0,2099
2020-03-17,116.0,2270
2020-03-18,127.0,2289
2020-03-19,137.0,2298
2020-03-20,121.0,2359
2020-03-21,98.0,2065
2020-03-22,73.0,1832
2020-03-23,108.0,2217
2020-03-24,95.0,2174
2020-03-25,78.0,1967
2020-03-26,102.0,1770
2020-03-27,113.0,1843
2020-03-28,78.0,1458
2020-03-29,67.0,1223
2020-03-30,75.0,1408
2020-03-31,93.0,1321
2020-04-01,80.0,1268
2020-04-02,102.0,1228
2020-04-03,83.0,1033
2020-04-04,51.0,839
2020-04-05,50.0,694
2020-04-06,57.0,867
2020-04-07,60.0,838
2020-04-08,70.0,872
2020-04-09,69.0,848
2020-04-10,55.0,764
2020-04-11,63.0,645
2020-04-12,45.0,546
2020-04-13,23.0,524
2020-04-14,56.0,696
2020-04-15,50.0,570
2020-04-16,38.0,593
2020-04-17,62.0,595
2020-04-18,28.0,481
2020-04-19,26.0,392
2020-04-20,46.0,535
2020-04-21,34.0,485
2020-04-22,40.0,492
2020-04-23,43.0,472
2020-04-24,27.0,464
2020-04-25,17.0,351
2020-04-26,15.0,303
2020-04-27,32.0,367
2020-04-28,26.0,365
2020-04-29,25.0,356
2020-04-30,25.0,311
2020-05-01,11.0,248
2020-05-02,17.0,197
2020-05-03,10.0,158
2020-05-04,24.0,242
2020-05-05,18.0,237
2020-05-06,13.0,257
2020-05-07,19.0,222
2020-05-08,16.0,237
2020-05-09,11.0,142
2020-05-10,14.0,134
2020-05-11,15.0,202
2020-05-12,10.0,157
2020-05-13,11.0,154
2020-05-14,17.0,157
2020-05-15,14.0,160
2020-05-16,3.0,118
2020-05-17,8.0,97
2020-05-18,17.0,123
2020-05-19,7.0,124
2020-05-20,8.0,122
2020-05-21,5.0,97
2020-05-22,14.0,84
2020-05-23,4.0,76
2020-05-24,9.0,67
2020-05-25,10.0,121
2020-05-26,5.0,92
2020-05-27,2.0,88
2020-05-28,7.0,65
2020-05-29,4.0,84
2020-05-30,8.0,67
2020-05-31,0.0,44
2020-06-01,9.0,88
2020-06-02,1.0,54
2020-06-03,9.0,63
2020-06-04,1.0,66
2020-06-05,8.0,65
2020-06-06,3.0,36
2020-06-07,1.0,38
2020-06-08,11.0,69
2020-06-09,0.0,62
2020-06-10,2.0,58
2020-06-11,2.0,47
2020-06-12,5.0,54
2020-06-13,1.0,46
2020-06-14,2.0,39
2020-06-15,0.0,62
2020-06-16,0.0,47
2020-06-17,12.0,42
2020-06-18,4.0,57
2020-06-19,9.0,57
2020-06-20,2.0,28
2020-06-21,0.0,35
2020-06-22,0.0,64
2020-06-23,0.0,44
2020-06-24,3.0,54
2020-06-25,4.0,44
2020-06-26,6.0,60
2020-06-27,0.0,35
2020-06-28,2.0,27
2020-06-29,4.0,65
2020-06-30,4.0,53
2020-07-01,0.0,48
2020-07-02,0.0,54
2020-07-03,1.0,60
2020-07-04,2.0,31
2020-07-05,0.0,39
2020-07-06,1.0,53
2020-07-07,1.0,43
2020-07-08,3.0,50
2020-07-09,1.0,43
2020-07-10,1.0,56
2020-07-11,1.0,42
2020-07-12,0.0,35
2020-07-13,2.0,55
2020-07-14,2.0,41
2020-07-15,2.0,49
2020-07-16,2.0,47
2020-07-17,1.0,71
2020-07-18,2.0,39
2020-07-19,0.0,31
2020-07-20,6.0,50
2020-07-21,3.0,60
2020-07-22,2.0,51
2020-07-23,1.0,54
2020-07-24,0.0,54
2020-07-25,0.0,49
2020-07-26,1.0,36
2020-07-27,1.0,45
2020-07-28,2.0,51
2020-07-29,3.0,43
2020-07-30,0.0,48
2020-07-31,2.0,64
2020-08-01,3.0,59
2020-08-02,1.0,47
2020-08-03,1.0,71
2020-08-04,3.0,55
2020-08-05,1.0,68
2020-08-06,1.0,49
2020-08-07,2.0,59
2020-08-08,1.0,48
2020-08-09,1.0,53
2020-08-10,1.0,71
2020-08-11,1.0,54
2020-08-12,2.0,79
2020-08-13,2.0,73
2020-08-14,4.0,65
2020-08-15,0.0,56
2020-08-16,2.0,52
2020-08-17,0.0,74
2020-08-18,5.0,85
2020-08-19,3.0,116
2020-08-20,0.0,69
2020-08-21,1.0,79
2020-08-22,0.0,100
2020-08-23,1.0,82
2020-08-24,2.0,110
2020-08-25,6.0,129
2020-08-26,2.0,123
2020-08-27,1.0,121
2020-08-28,5.0,118
2020-08-29,3.0,93
2020-08-30,3.0,103
2020-08-31,1.0,109
2020-09-01,3.0,134
2020-09-02,0.0,144
2020-09-03,5.0,149
2020-09-04,2.0,148
2020-09-05,4.0,128
2020-09-06,3.0,102
2020-09-07,2.0,174
2020-09-08,6.0,151
2020-09-09,1.0,153
2020-09-10,2.0,175
2020-09-11,3.0,160
2020-09-12,4.0,144
2020-09-13,1.0,145
2020-09-14,3.0,181
2020-09-15,5.0,201
2020-09-16,3.0,197
2020-09-17,4.0,204
2020-09-18,5.0,199
2020-09-19,1.0,159
2020-09-20,1.0,143
2020-09-21,1.0,198
2020-09-22,9.0,205
2020-09-23,7.0,193
2020-09-24,3.0,213
2020-09-25,4.0,216
2020-09-26,4.0,182
2020-09-27,1.0,158
2020-09-28,6.0,216
2020-09-29,8.0,223
2020-09-30,10.0,183
2020-10-01,9.0,267
2020-10-02,8.0,284
2020-10-03,7.0,297
2020-10-04,7.0,258
2020-10-05,18.0,350
2020-10-06,21.0,368
2020-10-07,13.0,385
2020-10-08,12.0,436
2020-10-09,13.0,455
2020-10-10,9.0,458
2020-10-11,19.0,472
2020-10-12,16.0,609
2020-10-13,18.0,655
2020-10-14,24.0,675
2020-10-15,16.0,779
2020-10-16,18.0,794
2020-10-17,26.0,900
2020-10-18,21.0,855
2020-10-19,39.0,1038
2020-10-20,31.0,1126
2020-10-21,36.0,1156
2020-10-22,42.0,1254
2020-10-23,32.0,1409
2020-10-24,41.0,1326
2020-10-25,48.0,1325
2020-10-26,41.0,1640
2020-10-27,63.0,1562
2020-10-28,52.0,1631
2020-10-29,55.0,1626
2020-10-30,47.0,1689
2020-10-31,35.0,1589
2020-11-01,42.0,1471
2020-11-02,45.0,1870
2020-11-03,55.0,1876
2020-11-04,41.0,1977
2020-11-05,60.0,1974
2020-11-06,54.0,1976
2020-11-07,47.0,1858
2020-11-08,55.0,1676
2020-11-09,45.0,1938
2020-11-10,40.0,1917
2020-11-11,45.0,1999
2020-11-12,45.0,1906
2020-11-13,45.0,1896
2020-11-14,44.0,1708
2020-11-15,42.0,1478
2020-11-16,66.0,1854
2020-11-17,54.0,1818
2020-11-18,35.0,1723
2020-11-19,41.0,1725
2020-11-20,29.0,1637
2020-11-21,33.0,1333
2020-11-22,25.0,1141
2020-11-23,40.0,1532
2020-11-24,45.0,1449
2020-11-25,35.0,1373
2020-11-26,39.0,1295
2020-11-27,29.0,1324
2020-11-28,38.0,1178
2020-11-29,30.0,1010
2020-11-30,32.0,1203
2020-12-01,25.0,1216
2020-12-02,27.0,1210
2020-12-03,27.0,1195
2020-12-04,35.0,1138
2020-12-05,25.0,1034
2020-12-06,30.0,936
2020-12-07,38.0,1025
2020-12-08,41.0,969
2020-12-09,40.0,1052
2020-12-10,20.0,1045
2020-12-11,30.0,1085
2020-12-12,27.0,959
2020-12-13,25.0,747
2020-12-14,24.0,992
2020-12-15,27.0,949
2020-12-16,31.0,898
2020-12-17,20.0,969
2020-12-18,34.0,902
2020-12-19,31.0,845
2020-12-20,12.0,761
2020-12-21,27.0,976
2020-12-22,22.0,945
2020-12-23,33.0,924
2020-12-24,25.0,901
2020-12-25,16.0,757
2020-12-26,28.0,841
2020-12-27,26.0,895
2020-12-28,26.0,966
2020-12-29,34.0,1006
2020-12-30,23.0,952
2020-12-31,30.0,973
2021-01-01,19.0,856
2021-01-02,24.0,1011
2021-01-03,21.0,873
2021-01-04,26.0,1073
2021-01-05,21.0,1070
2021-01-06,28.0,845
2021-01-07,27.0,1053
2021-01-08,27.0,1055
2021-01-09,33.0,876
2021-01-10,34.0,804
2021-01-11,25.0,930
2021-01-12,28.0,879
2021-01-13,26.0,896
2021-01-14,18.0,907
2021-01-15,20.0,861
2021-01-16,27.0,810
2021-01-17,25.0,634
2021-01-18,21.0,810
2021-01-19,22.0,758
2021-01-20,31.0,705
2021-01-21,21.0,794
2021-01-22,11.0,740
2021-01-23,15.0,704
2021-01-24,10.0,581
2021-01-25,16.0,809
2021-01-26,18.0,693
2021-01-27,8.0,663
2021-01-28,11.0,675
2021-01-29,11.0,739
2021-01-30,11.0,648
2021-01-31,7.0,575
2021-02-01,13.0,732
